Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID1607940,1607940,2,533.300,61.199,31.836,0,5.050,101,0.250,1,-10921639,1080.619,1041,706,1875,22693,304.298,0.300,0.184,1.104
ID1609508,1609508,2,347.539,61.203,31.900,0,5.100,102,0.250,1,-10921639,924.857,971,573,1446,19422,209.492,0.300,0.124,0.973
ID1611046,1611046,2,387.833,61.209,31.888,0,5.150,103,0.250,1,-10921639,866.190,846,592,1503,18190,233.526,0.300,0.137,0.897
ID1614154,1614154,2,242.828,61.256,32.012,0,5.200,104,0.250,1,-10921639,819.571,770,506,1403,17211,212.209,0.598,0.081,0.581
ID1618698,1618698,2,432.562,61.204,31.909,0,5.250,105,0.250,1,-10921639,900.238,828,610,1518,18905,245.467,0.300,0.149,0.951
ID1617182,1617182,2,268.355,61.273,32.029,0,5.300,106,0.250,1,-10921639,797.619,789,539,1183,16750,175.564,0.300,0.092,0.767
ID1615663,1615663,2,521.130,61.237,32.065,0,5.350,107,0.250,1,-10921639,1027.190,970,667,1713,21571,319.202,0.300,0.164,0.908
ID1621275,1621275,2,345.861,61.144,32.012,0,5.400,108,0.250,1,-10921639,885.333,878,634,1279,18592,203.357,0.300,0.135,1.035
ID1620610,1620610,2,378.465,61.110,32.002,0,5.450,109,0.250,1,-10921639,906.095,868,579,1335,19028,216.475,0.300,0.144,1.053
ID1624355,1624355,2,254.868,61.151,31.860,0,5.500,110,0.250,1,-10921639,835.619,825,569,1106,17548,138.853,0.400,0.112,1.213
ID1623640,1623640,2,277.453,61.249,32.044,0,5.550,111,0.250,1,-10921639,810.429,770,637,1317,17019,173.363,0.300,0.105,0.890
ID1626346,1626346,2,205.610,61.255,32.004,0,5.600,112,0.250,1,-10921639,738.333,690,559,1041,15505,137.013,0.300,0.083,0.830
ID1627853,1627853,2,91.401,61.285,31.851,0,5.650,113,0.250,1,-10921639,687.619,686,561,814,14440,89.740,0.794,0.037,0.546
ID1632373,1632373,2,239.312,61.292,32.011,0,5.700,114,0.250,1,-10921639,778.762,763,579,1333,16354,169.529,0.300,0.077,0.660
ID1633929,1633929,2,276.310,61.279,31.988,0,5.750,115,0.250,1,-10921639,819.000,780,590,1192,17199,179.156,0.300,0.088,0.740
ID1630881,1630881,2,182.473,61.329,32.046,0,5.800,116,0.250,1,-10921639,735.810,714,605,1107,15452,129.439,0.300,0.057,0.608
ID1629395,1629395,2,301.022,61.265,31.997,0,5.850,117,0.250,1,-10921639,764.429,704,551,1325,16053,204.344,0.300,0.086,0.590
ID1636981,1636981,2,444.642,61.274,32.034,0,5.900,118,0.250,1,-10921639,923.238,833,621,1572,19388,266.985,0.300,0.151,0.909
ID1635439,1635439,2,340.385,61.270,32.022,0,5.950,119,0.250,1,-10921639,869.048,813,593,1593,18250,225.926,0.595,0.124,0.846
ID1643112,1643112,2,194.364,61.274,32.001,0,6.000,120,0.250,1,-10921639,743.286,722,576,1058,15609,131.130,0.300,0.071,0.747
ID1640012,1640012,2,165.567,61.165,31.709,0,6.050,121,0.250,1,-10921639,728.429,704,550,990,15297,123.811,0.300,0.064,0.710
ID1638466,1638466,2,131.718,61.118,31.762,0,6.100,122,0.250,1,-10921639,743.857,723,545,987,15621,117.669,0.851,0.051,0.617
ID1646083,1646083,2,278.762,61.174,31.726,0,6.150,123,0.250,1,-10921639,765.238,711,566,1285,16070,191.750,0.300,0.077,0.570
ID1641541,1641541,2,246.666,60.815,31.704,0,6.200,124,0.250,1,-10921639,831.429,817,629,1133,17460,152.354,0.300,0.094,0.938
ID1644624,1644624,2,173.669,60.835,31.884,0,6.250,125,0.250,1,-10921639,774.619,750,609,1154,16267,124.400,0.597,0.059,0.690
ID1607715,1607715,3,385.789,58.362,25.499,0,5.050,101,0.250,1,-10921639,871.524,864,566,1397,18302,233.516,0.300,0.130,0.860
ID1609259,1609259,3,494.439,58.385,25.457,0,5.100,102,0.250,1,-10921639,922.286,849,630,2071,19368,300.634,0.300,0.152,0.811
ID1610782,1610782,3,406.847,58.334,25.373,0,5.150,103,0.250,1,-10921639,886.524,836,550,1412,18617,262.840,0.300,0.143,0.845
