Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID3042352,3042352,2,113.514,32.054,65.445,0,5.050,101,0.250,1,-10921639,796.286,813,612,1037,16722,102.192,0.400,0.050,0.746
ID3050026,3050026,2,165.470,32.028,65.083,0,5.100,102,0.250,1,-10921639,797.762,750,598,1139,16753,133.269,0.300,0.053,0.603
ID3053808,3053808,2,134.396,32.053,65.020,0,5.150,103,0.250,1,-10921639,782.667,792,600,1051,16436,108.175,0.300,0.033,0.461
ID3057691,3057691,2,121.191,31.693,64.899,0,5.200,104,0.250,1,-10921639,823.905,788,665,1015,17302,99.029,0.400,0.049,0.774
ID3061496,3061496,2,145.690,31.781,65.248,0,5.250,105,0.250,1,-10921639,831.619,796,633,1079,17464,122.835,0.300,0.046,0.591
ID3065270,3065270,2,199.225,31.986,65.252,0,5.300,106,0.250,1,-10921639,767.333,744,570,1083,16114,156.438,0.400,0.050,0.469
ID3069087,3069087,2,137.936,31.979,65.178,0,5.350,107,0.250,1,-10921639,771.333,752,593,1147,16198,137.487,0.400,0.044,0.470
ID3072877,3072877,2,245.410,31.901,64.876,0,5.400,108,0.250,1,-10921639,854.095,820,605,1228,17936,153.490,0.300,0.087,0.892
ID3040843,3040843,3,246.691,9.727,38.028,0,5.050,101,0.250,1,-10921639,832.714,813,559,1169,17487,182.447,0.300,0.086,0.725
ID3048491,3048491,3,162.070,9.774,37.970,0,5.100,102,0.250,1,-10921639,820.429,805,567,1016,17229,112.641,0.400,0.063,0.868
ID3052300,3052300,3,199.926,9.860,37.903,0,5.150,103,0.250,1,-10921639,809.905,760,542,1104,17008,158.924,0.300,0.073,0.696
ID3056127,3056127,3,163.317,9.807,37.828,0,5.200,104,0.250,1,-10921639,774.905,730,553,1059,16273,135.804,0.300,0.064,0.687
ID3059982,3059982,3,177.026,9.864,38.035,0,5.250,105,0.250,1,-10921639,804.905,772,631,1089,16903,121.206,0.300,0.057,0.716
ID3063768,3063768,3,216.438,9.736,38.069,0,5.300,106,0.250,1,-10921639,802.762,770,525,1119,16858,161.712,0.300,0.079,0.724
ID3040838,3040838,6,264.977,37.564,37.877,0,5.050,101,0.250,1,-10921639,1020.095,1029,706,1415,21422,201.788,0.300,0.083,0.777
ID3048485,3048485,6,232.582,37.452,37.792,0,5.100,102,0.250,1,-10921639,998.857,984,754,1378,20976,155.773,0.597,0.080,0.952
ID3052302,3052302,6,272.237,37.452,37.816,0,5.150,103,0.250,1,-10921639,958.667,906,669,1480,20132,196.105,0.601,0.076,0.687
ID3056121,3056121,6,287.357,37.394,37.794,0,5.200,104,0.250,1,-10921639,1024.476,938,715,1553,21514,236.974,0.300,0.084,0.669
ID3059967,3059967,6,301.750,37.336,37.672,0,5.250,105,0.250,1,-10921639,1001.762,949,611,1673,21037,227.825,0.300,0.082,0.664
ID3063747,3063747,6,133.842,37.425,37.738,0,5.300,106,0.250,1,-10921639,853.381,832,610,1235,17921,158.244,0.300,0.016,0.173
ID3042325,3042325,8,313.473,37.693,64.941,0,5.050,101,0.250,1,-10921639,935.524,882,654,1454,19646,207.777,0.300,0.103,0.841
ID3050019,3050019,8,259.611,37.672,64.909,0,5.100,102,0.250,1,-10921639,923.905,918,634,1305,19402,187.173,0.400,0.107,0.955
ID3053810,3053810,8,190.896,37.708,65.066,0,5.150,103,0.250,1,-10921639,843.476,839,679,1110,17713,116.950,0.599,0.082,1.087
ID3057711,3057711,8,380.847,37.579,65.141,0,5.200,104,0.250,1,-10921639,980.000,956,736,1516,20580,194.330,0.300,0.137,1.219
ID3061497,3061497,8,233.065,37.464,65.210,0,5.250,105,0.250,1,-10921639,856.238,799,579,1386,17981,190.902,0.798,0.055,0.467
ID3040834,3040834,9,167.767,6.561,37.906,0,5.050,101,0.250,1,-10921639,832.190,793,638,1125,17476,133.238,0.840,0.079,0.914
ID3048480,3048480,9,249.775,6.948,37.868,0,5.100,102,0.250,1,-10921639,868.667,838,652,1219,18242,161.135,0.300,0.082,0.816
ID3052309,3052309,9,463.854,7.052,38.031,0,5.150,103,0.250,1,-10921639,1023.524,972,762,1749,21494,251.240,0.300,0.146,1.039
ID3056141,3056141,9,235.796,7.073,38.007,0,5.200,104,0.250,1,-10921639,822.762,786,620,1283,17278,145.927,0.300,0.066,0.696
ID3059986,3059986,9,122.736,7.092,38.158,0,5.250,105,0.250,1,-10921639,828.095,803,646,1073,17390,125.741,0.596,0.044,0.553
ID3063767,3063767,9,312.262,6.802,38.179,0,5.300,106,0.250,1,-10921639,902.095,872,671,1363,18944,189.691,0.300,0.096,0.833
ID3067573,3067573,9,355.397,6.792,38.117,0,5.350,107,0.250,1,-10921639,929.810,894,608,1356,19526,209.343,0.300,0.116,0.926
ID3071414,3071414,9,113.022,6.724,38.230,0,5.400,108,0.250,1,-10921639,780.905,755,544,1057,16399,126.071,0.845,0.039,0.460
ID3040616,3040616,12,234.734,35.249,34.136,0,5.050,101,0.250,1,-10921639,946.524,918,751,1242,19877,151.341,0.400,0.075,0.871
ID3048250,3048250,12,257.921,35.281,34.156,0,5.100,102,0.250,1,-10921639,1020.190,987,651,1441,21424,209.294,0.300,0.062,0.567
ID3052078,3052078,12,318.064,35.346,34.273,0,5.150,103,0.250,1,-10921639,1010.381,1025,606,1428,21218,226.271,0.300,0.087,0.713
ID3055912,3055912,12,125.538,35.393,34.260,0,5.200,104,0.250,1,-10921639,869.190,909,602,1062,18253,134.873,0.300,0.030,0.371
ID3059745,3059745,12,261.449,35.358,34.285,0,5.250,105,0.250,1,-10921639,952.524,926,653,1310,20003,160.685,0.300,0.085,0.933
ID3063515,3063515,12,251.635,35.328,34.171,0,5.300,106,0.250,1,-10921639,946.762,912,667,1305,19882,188.365,0.300,0.078,0.724
ID3067321,3067321,12,197.281,35.414,34.089,0,5.350,107,0.250,1,-10921639,909.762,853,719,1327,19105,172.807,0.300,0.057,0.565
ID3071150,3071150,12,117.571,35.386,34.085,0,5.400,108,0.250,1,-10921639,926.095,915,748,1131,19448,107.840,0.849,0.040,0.655
ID3078683,3078683,12,230.122,35.341,33.907,0,5.450,109,0.250,1,-10921639,954.905,927,686,1340,20053,157.757,0.300,0.077,0.867
ID3074972,3074972,12,169.472,35.353,34.117,0,5.500,110,0.250,1,-10921639,864.762,838,601,1233,18160,190.816,0.801,0.027,0.236
ID3082550,3082550,12,124.676,35.349,34.000,0,5.550,111,0.250,1,-10921639,919.905,941,585,1200,19318,137.863,0.845,0.062,0.783
ID3039905,3039905,16,448.765,43.301,21.095,0,5.050,101,0.250,1,-10921639,1159.762,1097,700,1599,24355,243.691,0.300,0.136,1.137
ID3047479,3047479,16,323.601,43.328,21.080,0,5.100,102,0.250,1,-10921639,1089.286,1088,818,1337,22875,177.611,0.300,0.107,1.184
ID3051349,3051349,16,514.727,43.230,21.090,0,5.150,103,0.250,1,-10921639,1263.810,1218,748,1782,26540,251.840,0.590,0.170,1.456
ID3055199,3055199,16,251.169,43.288,20.936,0,5.200,104,0.250,1,-10921639,1037.571,1056,783,1377,21789,169.272,0.597,0.103,1.142
ID3058998,3058998,16,284.376,43.238,20.971,0,5.250,105,0.250,1,-10921639,1089.524,1075,746,1566,22880,199.043,0.594,0.107,1.061
ID3062790,3062790,16,268.249,43.324,21.090,0,5.300,106,0.250,1,-10921639,1119.286,1156,715,1371,23505,159.254,0.596,0.116,1.457
ID3066618,3066618,16,377.601,43.348,21.093,0,5.350,107,0.250,1,-10921639,1105.667,1063,726,1573,23219,226.146,0.300,0.111,0.976
ID3070421,3070421,16,544.792,43.299,21.120,0,5.400,108,0.250,1,-10921639,1197.000,1138,718,1800,25137,320.626,0.300,0.160,1.029
ID3077992,3077992,16,308.380,43.271,21.169,0,5.450,109,0.250,1,-10921639,1090.524,1114,749,1446,22901,227.782,0.300,0.094,0.820
ID3074254,3074254,16,529.736,43.291,21.152,0,5.500,110,0.250,1,-10921639,1229.952,1257,698,1740,25829,313.825,0.300,0.165,1.112
ID3081856,3081856,16,475.855,43.244,21.167,0,5.550,111,0.250,1,-10921639,1275.381,1251,937,1628,26783,200.924,0.597,0.178,1.920
ID3085643,3085643,16,387.623,43.262,21.129,0,5.600,112,0.250,1,-10921639,1139.857,1178,757,1489,23937,259.902,0.593,0.139,1.069
ID3089410,3089410,16,635.240,43.298,21.137,0,5.650,113,0.250,1,-10921639,1209.571,1191,687,1861,25401,371.001,0.300,0.183,1.010
