Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID347365,347365,0,197.371,11.866,20.906,0,12.750,255,0.250,1,-10921639,745.714,766,551,983,15660,119.715,0.300,0.082,0.945
ID348533,348533,0,205.782,11.951,20.853,0,12.800,256,0.250,1,-10921639,738.857,721,526,1110,15516,136.500,0.300,0.095,0.938
ID342108,342108,1,210.211,19.755,47.549,0,12.500,250,0.250,1,-10921639,780.190,759,617,1043,16384,140.043,0.400,0.100,1.011
ID344428,344428,1,253.164,19.786,47.580,0,12.550,251,0.250,1,-10921639,742.048,694,542,1029,15583,149.393,0.300,0.094,0.854
ID343249,343249,1,199.710,19.731,47.615,0,12.600,252,0.250,1,-10921639,738.762,755,523,1021,15514,130.651,0.400,0.083,0.867
ID346769,346769,1,236.907,19.718,47.589,0,12.650,253,0.250,1,-10921639,804.429,786,573,1173,16893,145.843,0.300,0.099,0.996
ID345599,345599,1,382.341,19.698,47.581,0,12.700,254,0.250,1,-10921639,824.667,713,590,1371,17318,218.547,0.400,0.139,0.921
ID347876,347876,1,357.675,19.730,47.601,0,12.750,255,0.250,1,-10921639,822.619,758,561,1384,17275,216.797,0.300,0.125,0.845
ID349039,349039,1,362.708,19.762,47.575,0,12.800,256,0.250,1,-10921639,827.190,766,566,1382,17371,246.838,0.300,0.128,0.758
ID351355,351355,1,211.557,19.731,47.594,0,12.850,257,0.250,1,-10921639,727.143,724,519,1000,15270,149.791,0.400,0.077,0.694
ID350218,350218,1,215.283,19.786,47.664,0,12.900,258,0.250,1,-10921639,739.857,687,591,1114,15537,142.810,0.300,0.081,0.779
ID342991,342991,2,238.443,42.995,34.887,0,12.600,252,0.250,1,-10921639,752.333,687,599,1034,15799,147.025,0.300,0.090,0.843
ID346501,346501,2,225.887,42.954,34.895,0,12.650,253,0.250,1,-10921639,755.762,742,564,1067,15871,152.008,0.300,0.090,0.825
ID345353,345353,2,254.032,42.998,34.787,0,12.700,254,0.250,1,-10921639,789.714,731,616,1148,16584,157.958,0.300,0.091,0.832
ID347651,347651,2,236.892,43.026,34.854,0,12.750,255,0.250,1,-10921639,747.476,725,533,1139,15697,154.325,0.300,0.090,0.802
ID348804,348804,2,190.451,43.028,34.875,0,12.800,256,0.250,1,-10921639,729.905,691,536,1121,15328,144.746,0.300,0.073,0.688
ID347266,347266,3,195.460,4.847,17.098,0,12.750,255,0.250,1,-10921639,759.333,751,583,1156,15946,144.797,0.300,0.087,0.842
ID348436,348436,3,262.801,4.833,17.143,0,12.800,256,0.250,1,-10921639,764.286,758,598,1250,16050,169.521,0.300,0.098,0.801
ID350721,350721,3,210.657,4.817,17.115,0,12.850,257,0.250,1,-10921639,783.476,791,560,1074,16453,150.072,0.300,0.082,0.793
ID347167,347167,4,240.712,13.742,12.151,0,12.750,255,0.250,1,-10921639,750.333,717,545,1141,15757,165.608,0.300,0.093,0.770
ID348312,348312,4,215.198,13.790,12.144,0,12.800,256,0.250,1,-10921639,674.810,628,525,1120,14171,155.396,0.300,0.069,0.559
ID350615,350615,4,220.512,13.777,12.098,0,12.850,257,0.250,1,-10921639,712.095,659,566,1081,14954,150.404,0.300,0.072,0.635
