Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID135601,135601,7,132.684,48.401,39.874,0,5.150,103,0.250,1,-10921639,772.952,767,555,1063,16232,122.999,0.300,0.060,0.715
ID137583,137583,7,132.081,48.463,39.827,0,5.200,104,0.250,1,-10921639,725.476,687,554,980,15235,105.563,0.598,0.059,0.761
ID137342,137342,7,155.944,48.433,39.880,0,5.250,105,0.250,1,-10921639,708.714,703,481,1116,14883,126.273,0.799,0.055,0.584
ID139049,139049,7,147.454,48.438,39.813,0,5.300,106,0.250,1,-10921639,731.571,711,534,914,15363,108.569,0.300,0.068,0.858
ID141321,141321,7,123.594,48.441,39.773,0,5.350,107,0.250,1,-10921639,673.619,658,535,922,14146,90.231,0.300,0.039,0.565
ID140180,140180,7,111.244,48.356,39.741,0,5.400,108,0.250,1,-10921639,682.667,654,539,889,14336,100.249,0.400,0.034,0.450
ID142432,142432,7,200.473,48.407,39.795,0,5.450,109,0.250,1,-10921639,823.238,824,648,1072,17288,115.860,0.400,0.100,1.288
ID138128,138128,11,64.225,34.686,55.553,0,5.200,104,0.250,1,-10921639,627.381,627,536,777,13175,64.074,0.300,0.010,0.203
ID137880,137880,11,166.558,34.582,55.550,0,5.250,105,0.250,1,-10921639,697.429,659,507,1010,14646,126.295,0.300,0.058,0.608
ID139330,139330,11,139.442,34.623,55.618,0,5.300,106,0.250,1,-10921639,675.952,672,526,940,14195,99.305,0.300,0.061,0.784
ID141589,141589,11,60.112,34.524,55.646,0,5.350,107,0.250,1,-10921639,661.524,647,537,797,13892,70.372,0.545,0.030,0.541
ID140441,140441,11,60.751,34.636,55.576,0,5.400,108,0.250,1,-10921639,643.143,630,562,821,13506,68.100,0.300,0.018,0.329
ID142687,142687,11,107.271,34.615,55.491,0,5.450,109,0.250,1,-10921639,675.524,665,533,879,14186,91.591,0.300,0.036,0.511
ID143819,143819,11,85.826,34.536,55.509,0,5.500,110,0.250,1,-10921639,675.333,643,550,846,14182,94.682,0.300,0.039,0.537
