Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID2222504,2222504,2,65.422,54.606,31.395,0,5.050,101,0.250,1,-10921639,755.143,761,623,985,15858,93.014,0.400,0.039,0.611
ID2220834,2220834,2,64.114,54.412,31.283,0,5.100,102,0.250,1,-10921639,741.905,760,547,913,15580,97.749,0.400,0.038,0.561
ID2221956,2221956,2,63.235,54.427,31.456,0,5.150,103,0.250,1,-10921639,753.667,749,589,967,15827,99.292,0.602,0.044,0.633
ID2223031,2223031,2,62.728,54.630,31.406,0,5.200,104,0.250,1,-10921639,748.857,743,604,909,15726,81.397,0.597,0.051,0.891
ID2223585,2223585,2,71.734,54.461,31.515,0,5.250,105,0.250,1,-10921639,767.429,768,609,1024,16116,92.054,0.560,0.047,0.746
ID2224133,2224133,2,61.631,54.271,31.721,0,5.300,106,0.250,1,-10921639,723.286,703,600,889,15189,79.968,0.593,0.028,0.489
ID2225251,2225251,2,66.331,54.041,31.998,0,5.350,107,0.250,1,-10921639,710.381,742,527,973,14918,118.918,0.807,0.024,0.284
ID2221090,2221090,3,46.946,33.583,54.132,0,5.100,102,0.250,1,-10921639,668.810,649,553,929,14045,94.208,0.843,0.024,0.330
ID2222209,2222209,3,78.795,33.630,54.052,0,5.150,103,0.250,1,-10921639,693.095,722,550,854,14555,91.546,0.831,0.046,0.667
ID2223291,2223291,3,65.025,33.508,53.949,0,5.200,104,0.250,1,-10921639,688.619,671,575,875,14461,79.597,0.400,0.056,0.924
ID2223821,2223821,3,54.214,33.305,53.829,0,5.250,105,0.250,1,-10921639,673.286,679,514,950,14139,98.573,0.557,0.025,0.336
ID2224384,2224384,3,73.441,33.366,54.036,0,5.300,106,0.250,1,-10921639,681.619,670,539,833,14314,85.177,0.400,0.043,0.664
ID2225482,2225482,3,63.281,33.466,53.948,0,5.350,107,0.250,1,-10921639,677.952,667,545,862,14237,92.116,0.300,0.040,0.567
ID2224934,2224934,3,75.453,33.717,54.020,0,5.400,108,0.250,1,-10921639,712.476,725,531,922,14962,111.583,0.561,0.051,0.615
ID2226006,2226006,3,43.862,33.499,54.037,0,5.450,109,0.250,1,-10921639,651.333,656,544,761,13678,62.698,0.796,0.031,0.623
ID2226491,2226491,3,49.382,33.532,54.131,0,5.500,110,0.250,1,-10921639,638.048,641,551,716,13399,51.553,0.300,0.029,0.695
ID2227577,2227577,3,67.148,33.439,53.954,0,5.550,111,0.250,1,-10921639,654.238,654,507,878,13739,86.113,0.821,0.041,0.601
ID2227026,2227026,3,44.499,33.443,53.862,0,5.600,112,0.250,1,-10921639,667.667,667,540,863,14021,82.029,0.300,0.026,0.420
ID2228114,2228114,3,42.663,33.677,53.979,0,5.650,113,0.250,1,-10921639,630.667,620,514,777,13244,65.023,0.852,0.031,0.589
ID2228635,2228635,3,39.513,33.444,53.929,0,5.700,114,0.250,1,-10921639,643.762,640,548,789,13519,58.423,0.571,0.024,0.511
ID2229679,2229679,3,50.724,33.576,54.252,0,5.750,115,0.250,1,-10921639,648.619,635,510,789,13621,73.143,0.400,0.032,0.550
ID2229161,2229161,3,41.977,33.344,54.007,0,5.800,116,0.250,1,-10921639,664.048,625,570,863,13945,85.928,0.808,0.043,0.639
ID2230217,2230217,3,48.138,33.322,53.811,0,5.850,117,0.250,1,-10921639,647.095,652,544,762,13589,59.599,0.300,0.037,0.768
ID2231825,2231825,3,68.860,33.491,53.895,0,5.900,118,0.250,1,-10921639,633.952,593,530,838,13313,91.923,0.300,0.025,0.341
ID2230768,2230768,3,56.230,33.484,53.977,0,5.950,119,0.250,1,-10921639,663.048,649,553,843,13924,70.952,0.851,0.047,0.831
ID2231306,2231306,3,36.927,33.534,53.950,0,6.000,120,0.250,1,-10921639,646.762,640,508,747,13582,63.915,0.300,0.026,0.512
ID2232365,2232365,3,41.643,33.467,53.974,0,6.050,121,0.250,1,-10921639,640.143,632,553,796,13443,66.989,0.300,0.014,0.261
ID2232893,2232893,3,51.223,33.720,54.059,0,6.100,122,0.250,1,-10921639,652.095,657,517,809,13694,82.010,0.400,0.026,0.408
ID2233435,2233435,3,46.282,33.383,53.865,0,6.150,123,0.250,1,-10921639,676.762,672,528,914,14212,96.304,0.400,0.038,0.521
ID2234547,2234547,3,35.953,33.395,53.991,0,6.200,124,0.250,1,-10921639,652.143,638,513,867,13695,92.009,0.608,0.021,0.291
ID2222511,2222511,8,68.411,50.258,32.201,0,5.050,101,0.250,1,-10921639,708.000,715,604,827,14868,64.186,0.400,0.045,0.958
ID2220844,2220844,8,76.925,50.259,32.099,0,5.100,102,0.250,1,-10921639,743.429,740,540,1088,15612,110.554,0.854,0.038,0.493
ID2221963,2221963,8,71.564,50.170,32.013,0,5.150,103,0.250,1,-10921639,750.143,737,584,1038,15753,97.562,0.807,0.049,0.714
ID2223040,2223040,8,79.861,50.244,32.195,0,5.200,104,0.250,1,-10921639,730.095,735,573,907,15332,89.137,0.596,0.061,0.947
ID2223592,2223592,8,56.320,50.336,32.087,0,5.250,105,0.250,1,-10921639,724.381,737,570,949,15212,106.347,0.400,0.023,0.308
ID2222518,2222518,14,36.998,51.978,32.776,0,5.050,101,0.250,1,-10921639,739.095,737,578,1000,15521,106.421,0.400,0.026,0.349
ID2220857,2220857,14,66.589,51.833,32.749,0,5.100,102,0.250,1,-10921639,796.714,773,632,1116,16731,131.342,0.603,0.041,0.479
ID2221969,2221969,14,73.664,51.692,32.548,0,5.150,103,0.250,1,-10921639,780.190,782,626,959,16384,87.212,0.585,0.059,0.995
ID2223046,2223046,14,86.144,51.814,32.429,0,5.200,104,0.250,1,-10921639,764.476,754,566,1125,16054,132.997,0.300,0.049,0.541
ID2223604,2223604,14,89.880,51.876,32.757,0,5.250,105,0.250,1,-10921639,752.333,771,550,930,15799,107.936,0.300,0.039,0.523
ID2224141,2224141,14,76.320,51.737,32.585,0,5.300,106,0.250,1,-10921639,780.524,740,588,1089,16391,141.414,0.598,0.051,0.537
ID2225258,2225258,14,91.631,51.862,32.598,0,5.350,107,0.250,1,-10921639,781.000,781,640,946,16401,86.665,0.806,0.048,0.831
ID2224707,2224707,14,61.490,51.676,32.291,0,5.400,108,0.250,1,-10921639,745.095,748,595,971,15647,85.045,0.805,0.038,0.644
ID2222517,2222517,15,79.948,57.047,32.421,0,5.050,101,0.250,1,-10921639,744.476,729,585,1074,15634,106.531,0.300,0.036,0.484
ID2220856,2220856,15,59.375,56.864,32.531,0,5.100,102,0.250,1,-10921639,741.619,725,602,971,15574,88.816,0.603,0.035,0.558
ID2221970,2221970,15,80.691,56.825,32.601,0,5.150,103,0.250,1,-10921639,752.190,752,568,1057,15796,111.634,0.400,0.052,0.661
ID2223054,2223054,15,72.253,56.718,32.816,0,5.200,104,0.250,1,-10921639,714.190,727,514,864,14998,109.232,0.856,0.016,0.201
ID2223605,2223605,15,74.565,56.879,32.696,0,5.250,105,0.250,1,-10921639,743.571,701,568,1110,15615,136.083,0.598,0.056,0.576
ID2224139,2224139,15,35.665,56.964,32.512,0,5.300,106,0.250,1,-10921639,721.238,687,568,951,15146,93.084,0.601,0.034,0.514
ID2225260,2225260,15,50.176,56.879,32.861,0,5.350,107,0.250,1,-10921639,736.952,747,585,972,15476,83.335,0.587,0.037,0.636
ID2224713,2224713,15,82.720,56.489,32.903,0,5.400,108,0.250,1,-10921639,744.190,752,578,951,15628,107.973,0.802,0.026,0.355
ID2225805,2225805,15,52.834,56.537,32.931,0,5.450,109,0.250,1,-10921639,751.095,738,607,1167,15773,120.640,0.400,0.030,0.361
ID2226297,2226297,15,70.954,56.489,33.066,0,5.500,110,0.250,1,-10921639,710.619,726,581,870,14923,88.511,0.300,0.020,0.313
ID2227355,2227355,15,45.019,56.507,32.901,0,5.550,111,0.250,1,-10921639,754.952,728,579,1010,15854,125.148,0.548,0.027,0.318
ID2226803,2226803,15,54.669,56.271,33.044,0,5.600,112,0.250,1,-10921639,781.238,757,626,963,16406,101.877,0.595,0.046,0.673
ID2227907,2227907,15,77.733,56.259,33.240,0,5.650,113,0.250,1,-10921639,748.524,780,549,1022,15719,125.781,0.602,0.029,0.341
ID2228428,2228428,15,44.554,56.342,33.366,0,5.700,114,0.250,1,-10921639,692.714,705,576,810,14547,72.185,0.300,0.020,0.370
ID2222522,2222522,18,84.682,55.101,32.987,0,5.050,101,0.250,1,-10921639,741.810,736,629,920,15578,84.893,0.400,0.059,0.979
ID2220863,2220863,18,38.953,55.315,32.945,0,5.100,102,0.250,1,-10921639,690.095,707,532,804,14492,66.191,0.400,0.014,0.297
ID2221978,2221978,18,51.780,54.981,33.012,0,5.150,103,0.250,1,-10921639,674.524,653,562,839,14165,67.480,0.400,0.026,0.497
ID2223058,2223058,18,65.218,54.876,32.990,0,5.200,104,0.250,1,-10921639,720.190,723,569,837,15124,75.277,0.400,0.049,0.892
ID2223606,2223606,18,41.594,54.760,32.872,0,5.250,105,0.250,1,-10921639,671.476,671,526,900,14101,87.549,0.300,0.019,0.293
ID2224151,2224151,18,59.431,54.838,33.051,0,5.300,106,0.250,1,-10921639,701.762,667,565,912,14737,101.307,0.300,0.030,0.410
ID2222521,2222521,19,45.323,53.692,32.966,0,5.050,101,0.250,1,-10921639,673.333,656,541,889,14140,94.937,0.400,0.007,0.105
ID2220862,2220862,19,38.881,53.970,33.011,0,5.100,102,0.250,1,-10921639,703.714,700,530,889,14778,89.174,0.400,0.013,0.202
ID2221977,2221977,19,99.627,54.082,33.060,0,5.150,103,0.250,1,-10921639,765.524,766,567,984,16076,130.029,0.593,0.060,0.665
ID2223061,2223061,19,59.775,53.771,33.097,0,5.200,104,0.250,1,-10921639,712.905,694,589,888,14971,77.938,0.598,0.043,0.759
ID2223612,2223612,19,58.689,53.440,33.127,0,5.250,105,0.250,1,-10921639,739.286,743,601,1057,15525,102.918,0.300,0.045,0.619
ID2224154,2224154,19,76.000,53.475,33.229,0,5.300,106,0.250,1,-10921639,747.143,760,585,911,15690,87.319,0.572,0.058,0.932
ID2225269,2225269,19,126.408,53.243,33.260,0,5.350,107,0.250,1,-10921639,770.190,755,561,1018,16174,118.394,0.300,0.086,1.031
ID2224717,2224717,19,67.801,53.470,33.201,0,5.400,108,0.250,1,-10921639,716.667,734,535,923,15050,84.320,0.850,0.042,0.692
ID2225806,2225806,19,66.426,53.708,33.071,0,5.450,109,0.250,1,-10921639,700.857,664,547,898,14718,103.405,0.400,0.042,0.544
ID2226296,2226296,19,69.268,53.605,33.151,0,5.500,110,0.250,1,-10921639,700.476,693,584,931,14710,91.822,0.400,0.039,0.575
ID2227361,2227361,19,68.600,53.728,33.053,0,5.550,111,0.250,1,-10921639,735.619,716,615,963,15448,97.365,0.793,0.037,0.546
