Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID6988474,6988474,0,128.913,27.576,29.923,0,5.200,104,0.250,1,-10921639,736.476,713,557,1167,15466,146.015,0.795,0.020,0.197
ID6994456,6994456,0,185.368,27.753,30.079,0,5.250,105,0.250,1,-10921639,817.381,816,542,1213,17165,149.721,0.400,0.083,0.840
ID6992489,6992489,0,200.729,27.941,29.916,0,5.300,106,0.250,1,-10921639,819.095,814,557,1227,17201,148.674,0.300,0.080,0.815
ID6996447,6996447,0,145.254,27.901,29.931,0,5.350,107,0.250,1,-10921639,794.905,778,591,1153,16693,139.370,0.799,0.052,0.563
ID6998469,6998469,0,120.177,27.772,29.986,0,5.400,108,0.250,1,-10921639,814.524,840,648,992,17105,108.522,0.596,0.067,0.939
ID7000435,7000435,0,168.342,27.908,29.909,0,5.450,109,0.250,1,-10921639,806.381,816,624,1006,16934,111.476,0.300,0.070,0.951
ID7002464,7002464,0,151.578,27.802,29.920,0,5.500,110,0.250,1,-10921639,810.238,777,653,1133,17015,116.710,0.595,0.068,0.880
ID7006447,7006447,0,89.818,27.854,30.045,0,5.550,111,0.250,1,-10921639,744.905,728,523,928,15643,114.317,0.819,0.036,0.459
ID6999490,6999490,1,144.982,41.026,64.503,0,5.400,108,0.250,1,-10921639,684.524,662,525,956,14375,124.420,0.300,0.042,0.447
ID7001476,7001476,1,89.735,41.096,64.475,0,5.450,109,0.250,1,-10921639,639.143,610,543,946,13422,87.564,0.300,0.009,0.127
ID7003488,7003488,1,133.670,41.076,64.417,0,5.500,110,0.250,1,-10921639,695.333,670,567,1002,14602,113.177,0.595,0.054,0.628
ID7007454,7007454,1,125.682,41.033,64.480,0,5.550,111,0.250,1,-10921639,649.238,604,534,987,13634,121.747,0.300,0.039,0.402
ID7005486,7005486,1,83.105,41.043,64.525,0,5.600,112,0.250,1,-10921639,635.476,612,557,841,13345,74.586,0.300,0.030,0.496
ID7010759,7010759,1,115.270,41.182,64.385,0,5.650,113,0.250,1,-10921639,652.190,649,543,947,13696,95.098,0.300,0.040,0.534
ID6992516,6992516,3,171.234,62.964,30.814,0,5.300,106,0.250,1,-10921639,777.762,753,545,1089,16333,146.879,0.300,0.056,0.559
ID6996479,6996479,3,138.712,62.985,30.791,0,5.350,107,0.250,1,-10921639,781.143,778,608,994,16404,110.594,0.841,0.056,0.750
ID6998491,6998491,3,187.202,62.925,30.806,0,5.400,108,0.250,1,-10921639,784.524,746,593,1014,16475,126.013,0.300,0.068,0.788
ID7000469,7000469,3,211.705,62.875,30.733,0,5.450,109,0.250,1,-10921639,757.810,695,580,1131,15914,157.888,0.300,0.063,0.565
ID7002492,7002492,3,108.995,62.923,30.654,0,5.500,110,0.250,1,-10921639,709.429,688,516,956,14898,120.193,0.400,0.042,0.478
ID7006461,7006461,3,242.971,62.938,30.833,0,5.550,111,0.250,1,-10921639,824.905,786,551,1182,17323,163.508,0.300,0.088,0.816
ID7004456,7004456,3,231.482,63.001,30.775,0,5.600,112,0.250,1,-10921639,784.667,776,538,1136,16478,165.916,0.400,0.087,0.754
ID7008895,7008895,3,252.830,62.991,30.757,0,5.650,113,0.250,1,-10921639,815.476,773,622,1254,17125,169.674,0.600,0.091,0.798
ID7009770,7009770,3,354.453,62.961,30.769,0,5.700,114,0.250,1,-10921639,879.238,900,521,1499,18464,244.398,0.300,0.124,0.793
ID7012327,7012327,3,148.088,62.896,30.807,0,5.750,115,0.250,1,-10921639,800.095,816,605,931,16802,88.022,0.597,0.066,1.121
ID7014253,7014253,3,199.692,62.836,30.796,0,5.800,116,0.250,1,-10921639,798.762,762,589,1046,16774,136.720,0.300,0.088,0.944
ID7018225,7018225,3,230.111,62.890,30.785,0,5.850,117,0.250,1,-10921639,772.714,743,582,1114,16227,151.056,0.300,0.089,0.840
ID7016270,7016270,3,190.727,62.925,30.763,0,5.900,118,0.250,1,-10921639,751.286,728,546,1191,15777,154.958,0.400,0.068,0.614
ID7020171,7020171,3,89.219,62.780,30.696,0,5.950,119,0.250,1,-10921639,689.476,683,544,896,14479,90.606,0.300,0.017,0.254
ID7024110,7024110,3,136.482,62.811,30.741,0,6.000,120,0.250,1,-10921639,725.190,720,552,1025,15229,114.576,0.300,0.054,0.645
ID7022147,7022147,3,99.551,62.901,30.747,0,6.050,121,0.250,1,-10921639,691.524,712,537,853,14522,95.823,0.300,0.038,0.529
ID7026035,7026035,3,135.309,62.814,30.678,0,6.100,122,0.250,1,-10921639,731.381,718,572,914,15359,92.343,0.400,0.061,0.906
ID7028010,7028010,3,149.296,62.937,30.843,0,6.150,123,0.250,1,-10921639,726.429,719,568,1142,15255,123.970,0.796,0.042,0.469
ID7033975,7033975,3,221.496,62.897,30.819,0,6.200,124,0.250,1,-10921639,812.524,802,633,1039,17063,108.639,0.594,0.111,1.490
ID7030014,7030014,3,202.161,62.891,30.818,0,6.250,125,0.250,1,-10921639,750.190,735,555,1283,15754,155.355,0.601,0.062,0.567
ID7032010,7032010,3,93.208,62.863,30.841,0,6.300,126,0.250,1,-10921639,704.619,684,573,873,14797,77.700,0.852,0.037,0.646
ID7035978,7035978,3,107.004,62.798,30.749,0,6.350,127,0.250,1,-10921639,689.952,680,554,879,14489,76.738,0.300,0.044,0.752
ID6987966,6987966,4,700.590,49.731,12.153,0,5.200,104,0.250,1,-10921639,1297.333,1197,774,2095,27244,371.784,0.300,0.198,1.154
ID6993957,6993957,4,545.495,49.719,12.138,0,5.250,105,0.250,1,-10921639,1181.143,1152,694,1834,24804,313.575,0.300,0.170,1.094
ID6991983,6991983,4,581.747,49.715,12.079,0,5.300,106,0.250,1,-10921639,1285.810,1344,841,1798,27002,262.802,0.578,0.201,1.640
ID6995933,6995933,4,422.940,49.673,12.161,0,5.350,107,0.250,1,-10921639,1152.857,1181,690,1717,24210,255.219,0.589,0.166,1.284
ID6997941,6997941,4,375.183,49.668,12.071,0,5.400,108,0.250,1,-10921639,1083.333,1062,664,1720,22750,246.113,0.596,0.158,1.204
