POSITION_X,POSITION_Y,TRACK_ID
38.6948,76.3474,185
18.2827,76.7693,184
13.2877,31.2622,1
13.6001,80.016,182
19.5044,59.3031,181
27.0328,71.1224,180
24.5473,65.3404,179
9.92575,83.7482,178
26.9182,58.5882,177
13.3613,67.9202,176
32.515,69.1299,175
8.66358,68.097,174
25.5805,67.9619,173
41.2066,75.0456,172
36.1667,78.4239,171
13.8337,80.4149,170
12.1328,63.1754,169
21.9487,77.7479,168
22.5294,91.4807,167
14.852,75.5521,166
23.5647,91.7564,165
27.1488,87.1892,164
22.9554,89.8817,163
34.8213,70.3733,162
32.8043,81.9647,161
38.246,85.7368,160
29.7089,92.242,159
28.875999999999998,57.4377,158
27.5543,90.6767,157
20.0097,58.2823,156
40.4413,80.7893,155
20.2528,81.2079,154
23.0861,62.3298,153
23.8749,84.0796,152
41.5491,84.5646,151
22.8714,70.2496,150
29.0692,94.12799999999999,149
30.0093,87.9681,148
36.1969,62.0236,147
20.4159,90.7197,146
27.5677,68.1824,145
42.0801,67.9209,144
8.71337,77.8707,143
36.2597,62.9299,142
15.0545,83.0199,141
10.981,82.0975,140
7.893260000000001,80.7492,139
35.7576,75.2337,138
35.0067,69.6142,137
31.5245,93.1578,136
41.7297,72.6572,135
15.6374,67.9714,134
36.7315,85.2001,133
34.8623,60.1217,132
15.7667,58.5988,131
34.0459,60.0842,130
33.7766,90.1583,129
9.30817,80.9739,128
9.836139999999999,66.464,127
27.1487,82.82799999999999,126
40.5071,62.5996,125
14.6173,64.5744,124
39.1521,68.8671,123
16.3267,58.018,122
7.25519,81.3195,121
34.4416,88.5106,120
18.8174,77.5001,119
16.2209,81.8967,118
6.76987,72.6715,117
22.1167,74.2189,116
32.8884,90.1494,115
43.9461,70.9446,114
15.2813,71.8191,113
27.6433,57.1837,112
40.5185,74.5338,111
16.6892,17.3479,2
10.4634,77.3543,109
7.10566,80.545,108
35.5357,86.9166,107
32.0965,57.2213,106
5.7751,71.6473,105
7.828639999999999,66.1998,104
25.4774,72.9852,103
39.4367,77.3729,102
26.5605,66.9766,101
22.6352,39.9721,100
28.9983,25.215999999999998,99
17.2734,34.8308,98
18.1441,8.90473,97
43.4728,23.2393,96
20.2711,43.6622,95
35.0495,10.8478,94
24.787,10.3856,93
40.2776,25.1505,92
13.38,21.1347,91
38.5776,23.6844,90
30.7033,19.4651,89
21.1227,34.06,88
24.6248,27.3643,87
35.9642,21.7408,86
17.0814,8.14165,85
27.4804,5.61888,84
10.4409,11.3131,83
19.6174,38.3155,82
15.5611,14.8325,81
29.6483,6.15689,80
23.5726,33.0952,79
15.6776,20.5327,78
39.2295,11.283,77
20.4839,34.9315,76
35.0826,9.12962,75
23.2334,10.5941,74
28.5415,28.6903,73
26.4801,31.8198,72
39.3594,22.2682,71
5.4655,25.5134,70
25.6979,32.9384,69
24.5501,33.1362,68
8.1338,16.5625,67
40.3786,26.5418,66
23.5968,16.633,65
16.4482,8.205739999999999,64
23.9728,19.3921,63
31.4821,38.4584,62
32.9737,25.8279,61
31.8552,35.5436,60
11.5762,32.2556,59
38.3304,23.3979,58
31.2429,16.8048,57
35.1102,21.1473,56
8.97354,22.5284,55
9.67256,23.083000000000002,54
31.4952,6.62759,53
37.0483,22.0123,52
7.8326199999999995,21.1095,51
34.3548,33.9222,50
22.7659,9.85933,49
36.6241,10.8785,48
7.812239999999999,29.4694,47
23.1818,15.8485,46
38.4685,34.3687,45
27.4123,33.3085,44
6.07595,18.764,43
43.1334,31.0359,42
25.7932,5.121919999999999,41
23.4226,15.5019,40
11.2164,30.8507,39
16.5388,28.0921,38
40.0189,18.4289,37
41.483999999999995,30.5684,36
27.7017,6.712219999999999,35
43.8082,30.2668,34
7.1360600000000005,24.5309,33
41.0734,35.354,32
26.2744,13.9164,31
43.0876,17.454,30
19.9164,28.0682,29
38.7783,23.1788,28
12.0692,31.8546,27
20.1675,17.2801,26
20.9852,15.9307,25
27.2538,28.2594,24
35.8315,23.5063,23
10.6535,14.4909,22
21.6759,39.8113,21
34.7482,38.1111,20
30.537,16.035999999999998,19
27.8286,5.8506,18
34.6931,30.031,17
24.256,34.2021,16
19.4329,30.5812,15
19.9236,6.00214,14
24.7233,5.1807300000000005,13
34.2597,13.6105,12
7.13238,23.2629,11
42.5638,19.2981,10
24.6602,28.895,9
36.2299,21.2637,8
11.7617,18.4911,7
10.1353,30.2331,6
27.4505,31.9261,5
11.8497,37.9574,4
31.7753,24.968000000000004,3
43.4038,77.0455,200
15.9632,64.937,199
12.1545,89.6818,198
16.6327,78.4018,197
26.7898,86.4546,196
36.6916,88.6432,195
35.9201,88.0899,194
21.8302,85.1391,193
29.9927,82.3493,192
17.5225,89.8075,191
28.6643,70.8163,190
30.9506,69.983,189
17.2348,83.3381,188
31.1826,80.3092,187
17.0305,59.6615,186
38.7658,76.2555,185
18.327,76.7048,184
13.3097,31.2709,1
13.7855,80.2415,182
19.3871,59.2274,181
27.0011,71.039,180
24.5753,65.4055,179
9.95872,83.8047,178
26.6885,58.6968,177
13.354000000000001,67.8582,176
32.4266,69.1186,175
8.70572,68.1036,174
25.5457,67.9912,173
41.2075,75.1676,172
36.1177,78.2901,171
13.7738,80.355,170
12.1385,63.1938,169
21.8827,77.8669,168
22.4904,91.4452,167
14.9218,75.7246,166
23.4862,91.6969,165
27.2477,87.1701,164
23.0054,89.8701,163
34.8026,70.4749,162
32.8479,82.07600000000001,161
38.3191,85.7886,160
29.8259,92.3277,159
28.7696,57.3222,158
27.7303,90.846,157
19.8667,58.3312,156
40.3929,80.708,155
20.1874,81.2019,154
23.2197,62.1668,153
23.8311,83.89,152
41.6368,84.4731,151
22.7994,70.3554,150
29.0147,94.3222,149
29.9539,88.0043,148
36.169000000000004,61.9832,147
20.3817,90.7244,146
27.5035,68.3465,145
42.0882,68.0064,144
8.57399,77.7458,143
36.1707,63.0454,142
14.9652,82.7333,141
10.8857,82.0323,140
7.812460000000001,80.7035,139
35.6769,75.4347,138
35.0614,69.4369,137
31.5937,93.0839,136
41.7185,72.7202,135
15.7338,67.7548,134
36.8564,85.2147,133
34.687,60.0858,132
15.8581,58.7104,131
33.9896,60.1836,130
33.8559,90.2121,129
9.277560000000001,81.0807,128
9.753689999999999,66.3679,127
27.183000000000003,82.8338,126
40.4441,62.7866,125
14.7748,64.5271,124
39.167,68.8324,123
16.4501,57.8988,122
7.17363,81.3614,121
34.395,88.5003,120
18.5985,77.5209,119
16.2284,82.0184,118
6.78943,72.6551,117
22.1644,74.2202,116
32.9118,90.1826,115
43.7572,71.0081,114
15.3653,71.8534,113
27.8595,57.1,112
40.6345,74.5737,111
16.7043,17.359,2
10.3516,77.2937,109
7.305389999999999,80.5254,108
35.5973,86.8794,107
32.0512,57.2085,106
5.63729,71.7081,105
7.81204,66.3131,104
25.6059,73.0189,103
39.5414,77.1563,102
26.4819,66.9194,101
22.5775,39.96,100
29.039,25.229,99
17.2609,34.8412,98
18.1131,8.93399,97
43.4187,23.1776,96
20.2885,43.6301,95
35.0055,10.8651,94
24.7785,10.4094,93
40.2492,25.1631,92
13.3762,21.1223,91
38.5713,23.7183,90
30.7453,19.4379,89
21.1493,34.0666,88
24.6621,27.3591,87
35.961,21.7611,86
17.1129,8.154060000000001,85
27.4132,5.583480000000001,84
31.7654,24.9863,3
19.6389,38.352,82
15.5599,14.8609,81
29.6911,6.10195,80
23.5985,33.1248,79
15.7291,20.4983,78
39.2187,11.3173,77
20.5115,34.945,76
35.032,9.14839,75
23.1759,10.5797,74
28.5452,28.6789,73
26.5024,31.7945,72
39.35,22.2707,71
5.45737,25.5195,70
25.6834,32.8992,69
24.5605,33.1326,68
8.11868,16.5682,67
40.3705,26.5667,66
23.5944,16.6271,65
16.4704,8.189039999999999,64
23.9444,19.3982,63
31.4406,38.4639,62
32.9974,25.8126,61
31.8979,35.5411,60
11.6111,32.2576,59
38.3213,23.3284,58
31.2392,16.822,57
35.1166,21.1764,56
9.039539999999999,22.5048,55
9.72232,23.1101,54
31.4791,6.63886,53
37.0482,21.9904,52
7.8392100000000005,21.0789,51
34.361,33.8991,50
22.7426,9.85502,49
36.6538,10.8316,48
7.80348,29.5278,47
23.2073,15.8579,46
38.4301,34.3605,45
27.3849,33.2982,44
6.07864,18.8131,43
43.0807,31.0295,42
25.7461,5.12967,41
23.3877,15.4654,40
11.2003,30.8444,39
16.5505,28.0548,38
40.0233,18.3979,37
41.4419,30.5476,36
27.7017,6.77433,35
43.8348,30.1819,34
7.066210000000001,24.5612,33
41.0719,35.4073,32
26.2856,13.9594,31
43.0891,17.4386,30
19.8984,28.0748,29
38.7524,23.1428,28
12.065,31.9036,27
20.1691,17.2771,26
21.0373,15.8937,25
27.2115,28.2496,24
35.8086,23.5189,23
10.6861,14.4921,22
21.6339,39.8569,21
34.7213,38.1286,20
30.5232,15.998,19
27.7633,5.8659099999999995,18
34.6953,30.114,17
24.2566,34.25,16
19.4702,30.5968,15
19.9363,5.99448,14
24.7183,5.22042,13
34.2712,13.612,12
7.1281300000000005,23.2497,11
42.5909,19.3797,10
24.6534,28.8518,9
36.2514,21.2166,8
11.770999999999999,18.4916,7
10.1189,30.1932,6
27.4405,31.9155,5
11.8162,37.9508,4
43.3731,76.9433,200
15.9116,64.84100000000001,199
12.1957,89.587,198
16.6267,78.3609,197
26.8284,86.5351,196
36.6785,88.7813,195
36.0194,88.0961,194
21.9116,84.9105,193
29.8834,82.2412,192
17.3664,89.8761,191
28.7963,70.688,190
30.9587,70.1917,189
17.2425,83.4503,188
31.0393,80.2973,187
17.0575,59.3918,186
38.8627,76.4346,185
18.4839,76.7078,184
13.2812,31.2508,1
13.7521,80.2674,182
19.2171,59.148,181
26.9679,71.1977,180
24.5592,65.5022,179
9.8083,83.8656,178
26.8055,58.6146,177
13.2415,67.9801,176
32.3521,69.2722,175
8.62303,68.0272,174
25.6054,67.9669,173
41.4056,75.2291,172
36.0752,78.207,171
13.5804,80.2434,170
12.2431,63.3055,169
21.9239,77.8513,168
22.6477,91.3415,167
14.8901,75.8945,166
23.570999999999998,91.5447,165
27.289,87.1007,164
23.1728,89.7902,163
34.9532,70.3331,162
32.7026,82.1515,161
38.2086,85.8894,160
29.7995,92.3495,159
28.8189,57.5949,158
27.6411,90.9723,157
19.9075,58.1435,156
40.4247,80.782,155
20.1929,81.2565,154
23.204,62.1801,153
23.7799,83.9291,152
41.5843,84.2694,151
22.7875,70.3537,150
29.1418,94.2457,149
29.9031,88.1281,148
36.1822,62.1502,147
20.3425,90.6622,146
27.6298,68.4198,145
41.9593,68.1921,144
8.606160000000001,77.7053,143
36.1099,62.9793,142
14.9052,82.6424,141
10.9045,82.0482,140
7.78242,80.6891,139
35.435,75.5399,138
34.9776,69.5778,137
31.573,93.1664,136
41.6667,72.721,135
15.588,67.7895,134
36.8025,85.2697,133
34.7383,60.0066,132
15.85,58.9184,131
34.2236,60.0994,130
33.8228,90.0636,129
9.365169999999999,81.1261,128
10.011000000000001,66.5652,127
27.0694,82.8545,126
40.5387,62.9129,125
14.7048,64.4766,124
38.9812,68.9255,123
16.449,58.0497,122
7.10292,81.2615,121
34.3665,88.2543,120
18.5197,77.5948,119
16.0653,81.8917,118
7.01007,72.5937,117
22.1369,74.1889,116
33.0441,90.2123,115
43.8572,70.9078,114
15.4436,71.9285,113
27.7026,57.2831,112
40.7153,74.6046,111
16.697,17.3529,2
10.3125,77.2697,109
7.14088,80.6334,108
35.7117,86.85,107
32.3072,57.1246,106
5.52252,71.6621,105
7.9233199999999995,66.3098,104
25.4298,72.8602,103
39.5123,77.1258,102
26.5697,66.9028,101
22.5686,39.9809,100
29.0524,25.2015,99
17.2647,34.8335,98
18.1285,8.92107,97
43.3921,23.2154,96
20.2986,43.6118,95
34.9944,10.8508,94
24.7845,10.4501,93
40.2252,25.1887,92
13.3823,21.1076,91
38.5383,23.7661,90
30.7174,19.4381,89
21.0799,34.074,88
24.7007,27.3364,87
35.9045,21.7577,86
17.1685,8.1686,85
27.4379,5.58521,84
31.8057,24.9301,3
19.6948,38.3713,82
15.5829,14.8409,81
29.752,6.098380000000001,80
23.5804,33.1372,79
15.6838,20.4758,78
39.2087,11.3216,77
20.5178,34.9471,76
35.0393,9.16255,75
23.188000000000002,10.5619,74
28.5591,28.6177,73
26.4938,31.8167,72
39.3493,22.2381,71
5.439030000000001,25.4745,70
25.7081,32.8188,69
24.6197,33.0941,68
8.13756,16.5208,67
40.3723,26.5284,66
23.6083,16.6697,65
16.4468,8.24987,64
24.0051,19.4144,63
31.4321,38.4393,62
32.986999999999995,25.7947,61
31.9233,35.5524,60
11.5956,32.302,59
38.2999,23.3202,58
31.215999999999998,16.8641,57
35.1189,21.1793,56
9.00217,22.5936,55
9.68137,23.1138,54
31.4939,6.57293,53
37.0235,21.9766,52
7.85894,21.068,51
34.3129,33.9047,50
22.7702,9.846630000000001,49
36.6413,10.7672,48
7.812010000000001,29.5898,47
23.1581,15.8373,46
