Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID1484311,1484311,0,121.499,5.164,64.458,0,3.800,76,0.250,1,-10921639,753.952,727,571,1079,15833,126.936,0.300,0.068,0.758
ID1485418,1485418,0,85.639,5.151,64.526,0,3.850,77,0.250,1,-10921639,755.238,741,605,946,15860,80.961,0.300,0.065,1.143
ID1486583,1486583,0,53.028,5.208,64.450,0,3.900,78,0.250,1,-10921639,722.095,712,530,1075,15164,113.001,0.300,0.049,0.601
ID1487697,1487697,0,47.075,5.161,64.264,0,3.950,79,0.250,1,-10921639,700.048,684,540,887,14701,89.126,0.300,0.036,0.544
ID1488801,1488801,0,64.152,5.255,64.309,0,4.000,80,0.250,1,-10921639,699.810,701,550,844,14696,84.879,0.558,0.034,0.537
ID1489934,1489934,0,55.730,5.215,64.423,0,4.050,81,0.250,1,-10921639,723.238,687,576,1143,15188,117.090,0.300,0.050,0.586
ID1479788,1479788,1,343.031,9.190,64.297,0,3.600,72,0.250,1,-10921639,1098.190,1012,700,1653,23062,253.414,0.300,0.174,1.286
ID1480937,1480937,1,213.525,9.136,64.357,0,3.650,73,0.250,1,-10921639,967.190,985,602,1390,20311,190.913,0.588,0.115,1.048
ID1482079,1482079,1,92.312,9.103,64.239,0,3.700,74,0.250,1,-10921639,808.286,805,613,1058,16974,112.567,0.596,0.055,0.746
ID1483216,1483216,1,134.570,9.156,64.361,0,3.750,75,0.250,1,-10921639,894.143,875,597,1201,18777,159.963,0.400,0.083,0.854
ID1484306,1484306,1,110.867,9.268,64.375,0,3.800,76,0.250,1,-10921639,778.048,742,551,1172,16339,148.986,0.300,0.051,0.511
ID1485412,1485412,1,265.140,9.266,64.386,0,3.850,77,0.250,1,-10921639,941.524,920,690,1410,19772,210.937,0.300,0.132,1.043
ID1486578,1486578,1,213.090,9.243,64.429,0,3.900,78,0.250,1,-10921639,917.143,879,629,1393,19260,204.442,0.300,0.127,1.013
ID1487704,1487704,1,163.575,9.244,64.454,0,3.950,79,0.250,1,-10921639,908.048,885,630,1416,19069,209.110,0.300,0.099,0.785
ID1488796,1488796,1,151.771,9.211,64.283,0,4.000,80,0.250,1,-10921639,876.714,858,637,1249,18411,161.372,0.597,0.105,1.034
ID1489940,1489940,1,93.981,9.189,64.440,0,4.050,81,0.250,1,-10921639,785.905,768,611,1087,16504,121.458,0.400,0.060,0.734
ID1491027,1491027,1,130.605,9.149,64.287,0,4.100,82,0.250,1,-10921639,797.905,812,599,1103,16756,152.283,0.400,0.070,0.690
