Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID4985416,4985416,0,51.354,39.230,16.758,0,7.550,151,0.250,1,-10921639,715.190,688,562,904,15019,86.292,0.400,0.037,0.593
ID4986430,4986430,0,112.398,39.103,16.852,0,7.600,152,0.250,1,-10921639,773.524,791,563,1008,16244,132.141,0.300,0.065,0.713
ID4987438,4987438,0,96.979,39.000,16.931,0,7.650,153,0.250,1,-10921639,724.143,679,553,1158,15207,135.095,0.300,0.052,0.528
ID4988455,4988455,0,70.184,39.092,16.894,0,7.700,154,0.250,1,-10921639,724.095,723,531,916,15206,95.907,0.859,0.026,0.377
ID4989527,4989527,0,156.973,38.963,16.998,0,7.750,155,0.250,1,-10921639,844.238,832,573,1342,17729,163.172,0.300,0.115,1.068
ID4990592,4990592,0,61.795,38.827,16.963,0,7.800,156,0.250,1,-10921639,742.429,735,576,974,15591,105.029,0.851,0.047,0.628
ID4985674,4985674,1,61.655,13.448,31.818,0,7.550,151,0.250,1,-10921639,786.762,764,680,997,16522,97.360,0.599,0.054,0.823
ID4986665,4986665,1,79.087,13.311,31.918,0,7.600,152,0.250,1,-10921639,783.333,760,650,1066,16450,100.246,0.591,0.066,0.973
ID4987692,4987692,1,181.971,13.306,31.905,0,7.650,153,0.250,1,-10921639,829.190,748,576,1218,17413,176.590,0.300,0.098,0.835
ID4988733,4988733,1,141.002,13.357,31.821,0,7.700,154,0.250,1,-10921639,901.524,915,612,1214,18932,152.367,0.592,0.086,0.938
ID4989798,4989798,1,128.189,13.325,31.808,0,7.750,155,0.250,1,-10921639,834.333,793,618,1091,17521,136.738,0.795,0.074,0.839
ID4990831,4990831,1,93.386,13.409,31.885,0,7.800,156,0.250,1,-10921639,820.048,811,709,1018,17221,76.948,0.594,0.062,1.253
ID4985920,4985920,2,121.608,39.442,49.520,0,7.550,151,0.250,1,-10921639,741.476,701,528,1184,15571,165.501,0.300,0.083,0.687
ID4986902,4986902,2,106.095,39.458,49.534,0,7.600,152,0.250,1,-10921639,730.000,712,576,1120,15330,121.007,0.300,0.084,0.933
ID4987927,4987927,2,87.833,39.432,49.562,0,7.650,153,0.250,1,-10921639,717.286,701,570,989,15063,127.569,0.300,0.072,0.752
ID4988988,4988988,2,99.237,39.463,49.514,0,7.700,154,0.250,1,-10921639,708.381,709,568,917,14876,99.393,0.300,0.074,0.985
ID4990039,4990039,2,91.118,39.522,49.533,0,7.750,155,0.250,1,-10921639,721.952,682,582,1037,15161,124.086,0.400,0.069,0.755
ID4985437,4985437,6,116.849,35.364,17.833,0,7.550,151,0.250,1,-10921639,738.238,733,554,910,15503,95.565,0.599,0.065,0.937
ID4986446,4986446,6,76.603,35.472,17.726,0,7.600,152,0.250,1,-10921639,707.143,660,541,909,14850,113.085,0.400,0.041,0.493
ID4987453,4987453,6,117.742,35.302,17.791,0,7.650,153,0.250,1,-10921639,784.143,777,605,995,16467,111.265,0.597,0.078,1.015
ID4988470,4988470,6,82.313,35.427,17.669,0,7.700,154,0.250,1,-10921639,707.048,692,560,1030,14848,134.737,0.300,0.044,0.442
ID4989541,4989541,6,86.082,35.314,17.717,0,7.750,155,0.250,1,-10921639,751.952,719,591,1206,15791,149.663,0.300,0.068,0.640
ID4990603,4990603,6,37.583,35.218,17.696,0,7.800,156,0.250,1,-10921639,673.571,684,527,855,14145,89.807,0.300,0.009,0.140
ID4991581,4991581,6,64.390,35.240,17.709,0,7.850,157,0.250,1,-10921639,702.143,717,534,855,14745,101.446,0.400,0.037,0.489
ID4985439,4985439,7,281.959,39.165,17.773,0,7.550,151,0.250,1,-10921639,984.381,974,656,1429,20672,222.379,0.400,0.151,1.161
ID4986450,4986450,7,177.211,39.134,17.792,0,7.600,152,0.250,1,-10921639,835.857,815,662,1055,17553,130.613,0.300,0.092,1.080
ID4987449,4987449,7,184.243,39.228,17.675,0,7.650,153,0.250,1,-10921639,835.238,872,594,1112,17540,140.372,0.400,0.100,1.079
ID4988471,4988471,7,192.019,39.254,17.705,0,7.700,154,0.250,1,-10921639,895.381,868,646,1315,18803,198.100,0.400,0.131,1.050
ID4989545,4989545,7,174.615,39.229,17.794,0,7.750,155,0.250,1,-10921639,812.667,791,634,1118,17066,138.201,0.400,0.100,1.066
ID4990604,4990604,7,156.197,39.178,17.728,0,7.800,156,0.250,1,-10921639,820.095,811,599,1043,17222,114.064,0.592,0.092,1.216
ID4991582,4991582,7,131.360,39.177,17.743,0,7.850,157,0.250,1,-10921639,804.143,795,548,1177,16887,178.448,0.400,0.083,0.691
ID4992624,4992624,7,149.824,39.293,17.714,0,7.900,158,0.250,1,-10921639,884.143,869,682,1186,18567,129.954,0.588,0.098,1.219
ID4993662,4993662,7,194.331,39.331,17.675,0,7.950,159,0.250,1,-10921639,805.905,783,557,1176,16924,168.383,0.300,0.098,0.854
ID4985708,4985708,11,103.433,16.256,33.545,0,7.550,151,0.250,1,-10921639,738.667,739,588,1086,15512,106.908,0.300,0.064,0.835
ID4986690,4986690,11,97.403,16.228,33.554,0,7.600,152,0.250,1,-10921639,702.857,670,572,971,14760,119.386,0.300,0.059,0.655
ID4987713,4987713,11,104.289,16.158,33.675,0,7.650,153,0.250,1,-10921639,757.762,715,563,1186,15913,162.822,0.400,0.091,0.775
ID4988762,4988762,11,57.410,16.223,33.693,0,7.700,154,0.250,1,-10921639,688.571,669,549,953,14460,98.702,0.300,0.057,0.748
ID4989825,4989825,11,88.950,16.225,33.663,0,7.750,155,0.250,1,-10921639,695.143,671,521,932,14598,106.444,0.853,0.048,0.593
ID4990860,4990860,11,117.839,16.181,33.528,0,7.800,156,0.250,1,-10921639,738.381,729,564,1178,15506,145.253,0.400,0.078,0.737
ID4991842,4991842,11,108.249,16.208,33.635,0,7.850,157,0.250,1,-10921639,734.571,708,560,944,15426,106.110,0.300,0.069,0.889
ID4992886,4992886,11,63.450,16.138,33.634,0,7.900,158,0.250,1,-10921639,711.333,726,553,848,14938,75.878,0.300,0.042,0.762
ID4993924,4993924,11,79.698,16.209,33.620,0,7.950,159,0.250,1,-10921639,702.095,707,552,939,14744,93.860,0.300,0.056,0.790
ID4994964,4994964,11,115.201,16.180,33.589,0,8.000,160,0.250,1,-10921639,742.524,712,572,1056,15593,140.199,0.300,0.068,0.674
ID4995976,4995976,11,213.460,16.128,33.629,0,8.050,161,0.250,1,-10921639,877.286,868,609,1235,18423,186.899,0.591,0.129,1.072
ID4997028,4997028,11,170.199,16.152,33.579,0,8.100,162,0.250,1,-10921639,850.571,785,589,1297,17862,180.763,0.595,0.111,0.940
ID4998063,4998063,11,121.476,16.181,33.568,0,8.150,163,0.250,1,-10921639,821.048,766,525,1432,17242,234.700,0.300,0.114,0.713
ID4999077,4999077,11,123.434,16.234,33.594,0,8.200,164,0.250,1,-10921639,746.048,703,570,1072,15667,152.696,0.300,0.074,0.674
ID5000046,5000046,11,101.288,16.185,33.581,0,8.250,165,0.250,1,-10921639,782.476,757,536,1370,16432,195.775,0.300,0.097,0.706
ID5001003,5001003,11,186.361,16.172,33.560,0,8.300,166,0.250,1,-10921639,791.286,739,542,1264,16617,200.763,0.300,0.094,0.676
ID5002045,5002045,11,81.389,16.305,33.672,0,8.350,167,0.250,1,-10921639,694.190,719,545,864,14578,102.447,0.852,0.046,0.598
ID5003083,5003083,11,68.696,16.233,33.611,0,8.400,168,0.250,1,-10921639,749.762,711,609,1149,15745,132.243,0.300,0.065,0.694
ID5004120,5004120,11,177.939,16.203,33.611,0,8.450,169,0.250,1,-10921639,783.429,740,546,1135,16452,183.739,0.300,0.104,0.807
ID5005148,5005148,11,274.152,16.226,33.607,0,8.500,170,0.250,1,-10921639,879.714,785,580,1501,18474,243.925,0.300,0.154,0.962
ID5006119,5006119,11,216.389,16.226,33.548,0,8.550,171,0.250,1,-10921639,868.000,797,597,1429,18228,247.310,0.400,0.141,0.870
ID5007134,5007134,11,121.279,16.153,33.576,0,8.600,172,0.250,1,-10921639,753.714,738,562,1080,15828,132.508,0.400,0.078,0.827
ID5008181,5008181,11,120.153,16.187,33.601,0,8.650,173,0.250,1,-10921639,735.857,669,554,1122,15453,148.420,0.300,0.088,0.800
ID5009257,5009257,11,263.661,16.206,33.615,0,8.700,174,0.250,1,-10921639,852.667,800,570,1342,17906,243.029,0.300,0.146,0.894
ID5010290,5010290,11,235.456,16.204,33.604,0,8.750,175,0.250,1,-10921639,861.286,780,629,1477,18087,236.968,0.300,0.139,0.889
ID5011301,5011301,11,143.450,16.154,33.625,0,8.800,176,0.250,1,-10921639,788.048,734,536,1187,16549,169.949,0.300,0.098,0.828
ID5012270,5012270,11,108.858,16.164,33.641,0,8.850,177,0.250,1,-10921639,732.905,725,551,1017,15391,123.267,0.300,0.071,0.791
ID5013297,5013297,11,155.582,16.196,33.551,0,8.900,178,0.250,1,-10921639,795.048,753,552,1347,16696,195.211,0.300,0.096,0.711
ID5014297,5014297,11,106.653,16.183,33.533,0,8.950,179,0.250,1,-10921639,711.476,695,514,967,14941,143.776,0.300,0.062,0.576
ID5015295,5015295,11,163.053,16.208,33.555,0,9.000,180,0.250,1,-10921639,790.048,713,560,1456,16591,233.281,0.300,0.099,0.609
ID5016262,5016262,11,172.347,16.158,33.598,0,9.050,181,0.250,1,-10921639,832.714,806,642,1234,17487,167.122,0.300,0.112,1.002
ID5017226,5017226,11,65.920,16.192,33.620,0,9.100,182,0.250,1,-10921639,673.571,651,543,995,14145,105.924,0.300,0.045,0.550
ID4985440,4985440,16,301.102,36.477,17.908,0,7.550,151,0.250,1,-10921639,1079.524,1046,629,1593,22670,253.520,0.594,0.171,1.243
ID4986449,4986449,16,136.033,36.610,17.807,0,7.600,152,0.250,1,-10921639,861.905,848,570,1227,18100,169.885,0.300,0.072,0.683
ID4987448,4987448,16,118.655,36.655,17.735,0,7.650,153,0.250,1,-10921639,822.571,820,655,1114,17274,118.008,0.300,0.072,0.936
ID4988467,4988467,16,138.834,36.500,17.619,0,7.700,154,0.250,1,-10921639,802.714,853,611,1006,16857,133.925,0.300,0.062,0.696
ID4989536,4989536,16,92.961,36.614,17.624,0,7.750,155,0.250,1,-10921639,732.286,736,533,906,15378,103.556,0.300,0.036,0.496
ID4985723,4985723,24,150.868,7.995,34.187,0,7.550,151,0.250,1,-10921639,768.905,731,563,1014,16147,117.076,0.400,0.093,1.114
ID4986701,4986701,24,43.834,8.017,34.037,0,7.600,152,0.250,1,-10921639,680.524,655,567,977,14291,102.074,0.400,0.051,0.651
ID4987724,4987724,24,78.606,7.961,34.168,0,7.650,153,0.250,1,-10921639,671.333,673,552,900,14098,87.606,0.300,0.044,0.644
ID4988776,4988776,24,116.083,7.944,34.229,0,7.700,154,0.250,1,-10921639,713.238,681,551,946,14978,113.732,0.300,0.069,0.813
ID4989831,4989831,24,212.556,7.965,34.142,0,7.750,155,0.250,1,-10921639,864.476,790,597,1461,18154,247.538,0.300,0.143,0.873
ID4990872,4990872,24,302.443,7.935,34.115,0,7.800,156,0.250,1,-10921639,921.190,855,548,1361,19345,239.586,0.300,0.155,1.030
ID4991849,4991849,24,278.146,7.923,34.130,0,7.850,157,0.250,1,-10921639,944.524,863,700,1549,19835,244.254,0.300,0.168,1.115
ID4992897,4992897,24,194.729,7.961,34.121,0,7.900,158,0.250,1,-10921639,850.333,840,616,1288,17857,169.129,0.300,0.119,1.069
ID4993931,4993931,24,65.044,7.914,34.233,0,7.950,159,0.250,1,-10921639,679.667,661,533,830,14273,77.946,0.592,0.050,0.837
