Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID240576,240576,0,83.807,4.025,61.036,0,5.200,104,0.250,1,-10921639,642.952,614,550,769,13502,69.094,0.300,0.019,0.343
ID244789,244789,0,92.816,4.064,61.397,0,5.250,105,0.250,1,-10921639,711.524,728,534,864,14942,100.889,0.300,0.040,0.545
ID246903,246903,0,128.683,4.235,61.430,0,5.300,106,0.250,1,-10921639,764.238,750,605,1003,16049,106.493,0.300,0.074,0.984
ID242647,242647,0,168.023,4.416,61.274,0,5.350,107,0.250,1,-10921639,775.190,743,565,1086,16279,130.046,0.300,0.078,0.865
ID248960,248960,0,132.705,4.246,61.273,0,5.400,108,0.250,1,-10921639,703.905,669,547,914,14782,105.312,0.300,0.037,0.473
ID253099,253099,0,101.811,4.292,61.188,0,5.450,109,0.250,1,-10921639,698.476,679,531,890,14668,96.589,0.300,0.029,0.407
ID240080,240080,2,160.578,19.558,44.405,0,5.200,104,0.250,1,-10921639,787.905,724,618,1154,16546,168.146,0.602,0.049,0.434
ID244246,244246,2,173.413,19.684,44.411,0,5.250,105,0.250,1,-10921639,809.286,769,596,1081,16995,135.198,0.596,0.076,0.844
ID246368,246368,2,139.542,19.553,44.337,0,5.300,106,0.250,1,-10921639,715.429,703,541,1040,15024,131.891,0.300,0.052,0.539
ID242121,242121,2,174.647,19.434,44.283,0,5.350,107,0.250,1,-10921639,762.714,789,577,979,16017,125.362,0.300,0.080,0.897
ID248453,248453,2,135.551,19.150,44.423,0,5.400,108,0.250,1,-10921639,737.952,696,565,929,15497,118.524,0.300,0.045,0.538
ID252559,252559,2,168.291,19.068,44.433,0,5.450,109,0.250,1,-10921639,741.762,703,574,1063,15577,133.761,0.300,0.044,0.468
ID250503,250503,2,114.902,19.163,44.353,0,5.500,110,0.250,1,-10921639,723.952,694,551,1048,15203,122.162,0.400,0.037,0.424
ID247428,247428,3,139.181,43.494,12.272,0,5.400,108,0.250,1,-10921639,792.333,779,558,1066,16639,112.049,0.848,0.045,0.611
ID251576,251576,3,184.088,43.542,12.251,0,5.450,109,0.250,1,-10921639,833.238,845,645,1069,17498,122.263,0.300,0.069,0.882
ID249483,249483,3,150.736,43.668,12.125,0,5.500,110,0.250,1,-10921639,814.619,794,564,1071,17107,123.220,0.300,0.047,0.590
ID253588,253588,3,190.255,43.519,12.271,0,5.550,111,0.250,1,-10921639,835.429,832,645,1038,17544,115.240,0.300,0.069,0.942
