Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID2172205,2172205,5,116.710,17.298,48.412,0,5.050,101,0.250,1,-10921639,869.905,851,644,1282,18268,142.081,0.300,0.068,0.775
ID2174619,2174619,5,176.621,17.371,48.350,0,5.100,102,0.250,1,-10921639,876.952,869,590,1247,18416,193.038,0.300,0.104,0.853
ID2177125,2177125,5,132.324,17.485,48.323,0,5.150,103,0.250,1,-10921639,834.048,850,651,1046,17515,109.015,0.803,0.065,0.936
ID2175876,2175876,5,231.218,17.308,48.338,0,5.200,104,0.250,1,-10921639,971.429,992,660,1422,20400,202.865,0.300,0.119,1.020
ID2178373,2178373,5,174.885,17.351,48.407,0,5.250,105,0.250,1,-10921639,887.810,876,620,1306,18644,184.378,0.300,0.086,0.763
ID2179650,2179650,5,180.425,17.343,48.371,0,5.300,106,0.250,1,-10921639,852.429,818,604,1309,17901,191.793,0.300,0.081,0.663
ID2180863,2180863,5,192.989,17.277,48.373,0,5.350,107,0.250,1,-10921639,841.429,766,602,1287,17670,193.412,0.300,0.089,0.711
ID2182082,2182082,5,182.023,17.319,48.433,0,5.400,108,0.250,1,-10921639,900.905,846,707,1262,18919,158.934,0.300,0.101,1.039
ID2183323,2183323,5,145.839,17.340,48.396,0,5.450,109,0.250,1,-10921639,888.857,874,655,1432,18666,172.070,0.597,0.099,0.931
ID2184529,2184529,5,168.201,17.210,48.440,0,5.500,110,0.250,1,-10921639,881.810,852,612,1256,18518,167.751,0.300,0.103,0.981
ID2171311,2171311,7,68.328,11.287,0.430,0,5.050,101,0.250,1,-10921639,664.762,630,511,1098,13960,141.405,0.300,0.054,0.482
ID2173684,2173684,7,166.276,11.197,0.420,0,5.100,102,0.250,1,-10921639,806.524,750,581,1310,16937,212.028,0.400,0.115,0.784
ID2176166,2176166,7,79.214,11.378,0.441,0,5.150,103,0.250,1,-10921639,646.667,646,512,788,13580,85.756,0.300,0.045,0.648
ID2174938,2174938,7,124.058,11.333,0.427,0,5.200,104,0.250,1,-10921639,700.000,661,530,1027,14700,140.347,0.300,0.065,0.609
ID2177458,2177458,7,71.492,11.386,0.500,0,5.250,105,0.250,1,-10921639,677.571,664,543,1045,14229,115.889,0.300,0.053,0.587
ID2172211,2172211,10,268.883,26.843,48.508,0,5.050,101,0.250,1,-10921639,897.238,763,547,1861,18842,363.116,0.300,0.170,0.719
ID2174620,2174620,10,246.928,26.834,48.469,0,5.100,102,0.250,1,-10921639,879.381,778,562,1588,18467,293.073,0.300,0.136,0.717
ID2177133,2177133,10,272.220,26.840,48.488,0,5.150,103,0.250,1,-10921639,893.667,813,621,1485,18767,239.264,0.300,0.147,0.959
ID2175885,2175885,10,220.388,26.836,48.529,0,5.200,104,0.250,1,-10921639,852.095,755,564,1775,17894,303.111,0.300,0.128,0.636
ID2178379,2178379,10,219.118,26.860,48.496,0,5.250,105,0.250,1,-10921639,835.857,739,541,1660,17553,322.254,0.300,0.129,0.594
ID2179658,2179658,10,223.859,26.823,48.487,0,5.300,106,0.250,1,-10921639,922.619,853,564,1778,19375,354.930,0.300,0.161,0.721
ID2180868,2180868,10,183.084,26.850,48.493,0,5.350,107,0.250,1,-10921639,846.048,730,590,1510,17767,290.532,0.300,0.137,0.701
ID2182087,2182087,10,285.953,26.861,48.539,0,5.400,108,0.250,1,-10921639,897.857,800,569,1613,18855,306.191,0.300,0.168,0.843
ID2183327,2183327,10,218.111,26.852,48.498,0,5.450,109,0.250,1,-10921639,839.095,748,606,1497,17621,267.566,0.300,0.136,0.749
ID2184531,2184531,10,175.850,26.855,48.467,0,5.500,110,0.250,1,-10921639,820.524,760,549,1524,17231,246.169,0.300,0.131,0.771
ID2185776,2185776,10,247.818,26.841,48.472,0,5.550,111,0.250,1,-10921639,904.143,796,524,1965,18987,349.768,0.400,0.161,0.716
