Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID215235,215235,55,53.519,16.554,22.690,0,9.950,199,0.300,1,-10921639,704.048,685,560,1119,14785,129.473,0.300,0.055,0.571
ID215234,215234,14,67.016,18.822,22.351,0,9.950,199,0.300,1,-10921639,741.381,724,534,1028,15569,134.083,1.086,0.075,0.770
ID215233,215233,56,58.007,15.302,21.922,0,9.950,199,0.300,1,-10921639,692.714,683,571,952,14547,86.124,0.300,0.067,1.016
ID215239,215239,None,52.076,24.082,25.475,0,9.950,199,0.300,1,-10921639,662.048,627,512,857,13903,102.269,0.300,0.045,0.561
ID215237,215237,None,62.370,16.352,24.506,0,9.950,199,0.300,1,-10921639,685.143,663,524,963,14388,112.569,0.300,0.062,0.715
ID215236,215236,None,57.675,20.299,24.290,0,9.950,199,0.300,1,-10921639,688.476,721,542,918,14458,98.487,0.300,0.046,0.613
ID215243,215243,None,100.059,50.540,26.850,0,9.950,199,0.300,1,-10921639,734.714,754,561,956,15429,114.547,0.300,0.095,1.113
ID215242,215242,None,52.405,18.278,26.784,0,9.950,199,0.300,1,-10921639,714.143,723,572,857,14997,68.034,0.583,0.073,1.421
ID215241,215241,15,57.339,21.008,26.327,0,9.950,199,0.300,1,-10921639,662.143,662,521,911,13905,114.044,0.300,0.047,0.520
ID215240,215240,None,56.713,59.026,25.816,0,9.950,199,0.300,1,-10921639,688.286,670,524,1067,14454,128.066,0.300,0.079,0.789
ID215247,215247,19,73.798,56.018,29.944,0,9.950,199,0.300,1,-10921639,695.238,653,552,859,14600,106.516,0.300,0.046,0.579
ID215250,215250,57,52.281,28.396,30.629,0,9.950,199,0.300,1,-10921639,685.429,681,534,924,14394,100.184,0.300,0.044,0.581
ID215314,215314,58,59.146,57.682,62.102,0,9.950,199,0.300,1,-10921639,690.476,692,546,839,14500,85.868,0.595,0.064,0.966
ID215249,215249,None,64.101,55.261,30.492,0,9.950,199,0.300,1,-10921639,737.810,718,563,1088,15494,140.816,0.420,0.075,0.731
ID215248,215248,11,82.116,59.130,30.299,0,9.950,199,0.300,1,-10921639,703.238,690,507,1013,14768,145.175,0.300,0.089,0.789
ID215255,215255,2,98.548,30.305,33.106,0,9.950,199,0.300,1,-10921639,810.333,799,642,988,17017,109.970,0.300,0.090,1.221
ID215254,215254,None,55.313,53.124,32.657,0,9.950,199,0.300,1,-10921639,689.571,689,564,804,14481,84.674,1.140,0.064,0.973
ID215253,215253,12,78.566,30.180,31.704,0,9.950,199,0.300,1,-10921639,802.476,780,530,1221,16852,163.360,0.300,0.094,0.848
ID215252,215252,10,75.913,29.112,31.024,0,9.950,199,0.300,1,-10921639,797.857,802,612,1004,16755,105.259,0.300,0.062,0.886
ID215258,215258,6,119.043,28.253,34.573,0,9.950,199,0.300,1,-10921639,858.476,881,603,1454,18028,192.870,0.300,0.122,0.966
ID215257,215257,None,70.271,29.605,34.492,0,9.950,199,0.300,1,-10921639,741.905,702,582,982,15580,119.166,0.898,0.066,0.775
ID215261,215261,61,55.119,29.559,36.590,0,9.950,199,0.300,1,-10921639,734.571,716,523,960,15426,116.533,0.599,0.073,0.856
ID215265,215265,None,93.655,16.605,40.962,0,9.950,199,0.300,1,-10921639,728.810,726,558,993,15305,127.777,0.300,0.087,0.910
ID215264,215264,7,60.563,8.715,39.494,0,9.950,199,0.300,1,-10921639,691.048,692,539,874,14512,91.973,0.300,0.080,1.107
ID215227,215227,None,67.323,30.193,14.744,0,9.950,199,0.300,1,-10921639,773.476,747,578,968,16243,103.021,0.598,0.076,1.060
ID215226,215226,None,63.412,33.499,13.459,0,9.950,199,0.300,1,-10921639,679.714,679,502,856,14274,92.645,0.420,0.064,0.885
ID215225,215225,None,56.417,31.924,12.975,0,9.950,199,0.300,1,-10921639,716.762,701,584,865,15052,94.102,0.597,0.070,1.000
ID215224,215224,None,53.097,32.826,12.521,0,9.950,199,0.300,1,-10921639,701.048,701,560,903,14722,80.549,0.598,0.072,1.177
ID215231,215231,59,56.903,16.537,19.884,0,9.950,199,0.300,1,-10921639,683.714,675,562,857,14358,95.144,0.300,0.061,0.823
