Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID2801963,2801963,0,137.909,20.478,61.019,0,7.550,151,0.250,1,-10921639,757.571,757,587,1096,15909,127.924,0.400,0.087,0.952
ID2802988,2802988,0,87.541,20.485,60.951,0,7.600,152,0.250,1,-10921639,721.000,707,586,863,15141,76.453,0.300,0.057,1.010
ID2803534,2803534,0,91.521,20.601,60.789,0,7.650,153,0.250,1,-10921639,691.762,726,520,889,14527,101.085,0.300,0.036,0.477
ID2805168,2805168,0,58.584,20.676,61.107,0,7.700,154,0.250,1,-10921639,689.286,690,530,858,14475,85.344,0.593,0.047,0.730
ID2804622,2804622,0,83.678,20.550,61.298,0,7.750,155,0.250,1,-10921639,674.667,656,529,973,14168,100.354,0.400,0.049,0.622
ID2804076,2804076,0,62.235,20.594,61.399,0,7.800,156,0.250,1,-10921639,682.190,664,557,893,14326,90.203,0.598,0.041,0.599
ID2805680,2805680,0,96.745,20.825,61.563,0,7.850,157,0.250,1,-10921639,695.095,711,546,871,14597,98.829,0.300,0.054,0.718
ID2806183,2806183,0,67.952,20.806,61.510,0,7.900,158,0.250,1,-10921639,694.762,673,550,933,14590,108.716,0.400,0.057,0.684
ID2806713,2806713,0,69.337,20.856,61.772,0,7.950,159,0.250,1,-10921639,660.952,671,520,799,13880,72.995,0.800,0.040,0.699
ID2807226,2807226,0,73.356,20.784,61.682,0,8.000,160,0.250,1,-10921639,711.429,714,561,892,14940,96.540,0.400,0.056,0.782
ID2808250,2808250,0,62.987,20.725,61.782,0,8.050,161,0.250,1,-10921639,668.190,655,548,852,14032,79.621,0.300,0.048,0.768
ID2809274,2809274,0,53.871,20.726,61.848,0,8.100,162,0.250,1,-10921639,639.524,612,514,869,13430,82.904,0.300,0.028,0.426
ID2801800,2801800,6,90.964,61.989,42.643,0,7.550,151,0.250,1,-10921639,710.333,726,551,970,14917,106.155,0.300,0.050,0.640
ID2802853,2802853,6,59.674,62.047,42.404,0,7.600,152,0.250,1,-10921639,684.238,664,512,878,14369,100.240,0.300,0.027,0.353
ID2803388,2803388,6,101.641,62.014,42.486,0,7.650,153,0.250,1,-10921639,707.048,688,544,906,14848,112.475,0.601,0.056,0.665
ID2805006,2805006,6,143.674,62.000,42.547,0,7.700,154,0.250,1,-10921639,755.762,749,594,952,15871,115.079,0.400,0.086,1.043
ID2804455,2804455,6,86.442,61.970,42.690,0,7.750,155,0.250,1,-10921639,743.333,721,588,1049,15610,111.167,0.558,0.062,0.784
ID2803907,2803907,6,134.470,61.994,42.622,0,7.800,156,0.250,1,-10921639,763.714,761,575,942,16038,108.599,0.300,0.084,1.089
ID2805522,2805522,6,55.741,62.069,42.582,0,7.850,157,0.250,1,-10921639,672.476,657,544,803,14122,68.574,0.400,0.039,0.740
ID2806020,2806020,6,52.320,62.033,42.533,0,7.900,158,0.250,1,-10921639,697.381,680,545,859,14645,88.464,0.400,0.029,0.438
ID2806550,2806550,6,95.990,62.054,42.388,0,7.950,159,0.250,1,-10921639,726.333,742,566,891,15253,87.833,0.568,0.059,0.916
ID2807058,2807058,6,83.017,62.182,42.539,0,8.000,160,0.250,1,-10921639,720.857,704,573,903,15138,89.999,0.400,0.055,0.829
ID2808076,2808076,6,86.472,62.044,42.618,0,8.050,161,0.250,1,-10921639,750.143,742,529,1029,15753,128.647,0.300,0.046,0.518
ID2809117,2809117,6,48.677,62.117,42.677,0,8.100,162,0.250,1,-10921639,695.143,683,562,985,14598,99.435,0.597,0.041,0.547
ID2807576,2807576,6,36.246,62.442,42.801,0,8.150,163,0.250,1,-10921639,650.714,638,572,722,13665,45.030,0.300,0.018,0.503
ID2808625,2808625,6,42.370,62.065,42.899,0,8.200,164,0.250,1,-10921639,663.238,645,540,846,13928,90.805,0.300,0.035,0.500
ID2809623,2809623,6,47.411,62.054,42.539,0,8.250,165,0.250,1,-10921639,667.762,682,530,806,14023,77.272,0.854,0.032,0.540
ID2810124,2810124,6,40.464,62.036,42.350,0,8.300,166,0.250,1,-10921639,678.048,684,527,860,14239,86.596,0.400,0.032,0.492
ID2801928,2801928,7,61.443,34.347,58.120,0,7.550,151,0.250,1,-10921639,650.048,623,536,838,13651,85.771,0.300,0.031,0.461
ID2802954,2802954,7,101.311,34.300,58.071,0,7.600,152,0.250,1,-10921639,730.619,718,556,924,15343,106.235,0.799,0.059,0.769
ID2803505,2803505,7,54.404,34.237,58.116,0,7.650,153,0.250,1,-10921639,651.190,648,522,790,13675,76.494,0.300,0.024,0.402
ID2805127,2805127,7,41.162,34.246,57.874,0,7.700,154,0.250,1,-10921639,665.524,650,557,858,13976,82.257,0.599,0.035,0.554
ID2804581,2804581,7,51.261,34.389,57.894,0,7.750,155,0.250,1,-10921639,681.952,688,575,883,14321,66.742,0.600,0.043,0.843
ID2804039,2804039,7,40.795,34.565,57.654,0,7.800,156,0.250,1,-10921639,630.381,627,524,815,13238,70.818,0.400,0.018,0.307
ID2801793,2801793,14,42.673,59.206,41.484,0,7.550,151,0.250,1,-10921639,652.762,643,538,830,13708,75.852,0.795,0.025,0.420
ID2802840,2802840,14,57.565,58.968,41.480,0,7.600,152,0.250,1,-10921639,657.190,657,528,811,13801,91.772,0.803,0.036,0.504
ID2803380,2803380,14,56.284,59.113,41.616,0,7.650,153,0.250,1,-10921639,664.476,672,510,997,13954,102.510,0.300,0.037,0.459
ID2804990,2804990,14,65.561,59.038,41.429,0,7.700,154,0.250,1,-10921639,658.667,662,518,846,13832,85.925,0.300,0.038,0.568
ID2804443,2804443,14,49.781,59.126,41.499,0,7.750,155,0.250,1,-10921639,649.429,659,515,760,13638,68.986,0.794,0.032,0.581
ID2803893,2803893,14,49.929,58.841,41.511,0,7.800,156,0.250,1,-10921639,658.571,649,564,802,13830,68.897,0.400,0.030,0.558
ID2805515,2805515,14,36.054,58.967,41.650,0,7.850,157,0.250,1,-10921639,651.095,629,512,941,13673,102.969,0.400,0.036,0.440
ID2806008,2806008,14,84.471,59.138,41.462,0,7.900,158,0.250,1,-10921639,688.762,692,558,923,14464,91.209,0.300,0.056,0.797
ID2806538,2806538,14,73.648,58.986,41.268,0,7.950,159,0.250,1,-10921639,693.095,693,487,946,14555,109.654,0.600,0.039,0.469
ID2807046,2807046,14,41.901,59.072,41.171,0,8.000,160,0.250,1,-10921639,661.571,655,551,790,13893,61.393,0.300,0.023,0.478
ID2808066,2808066,14,41.403,59.038,41.422,0,8.050,161,0.250,1,-10921639,646.952,631,528,842,13586,84.511,0.604,0.026,0.395
ID2801925,2801925,16,53.859,20.382,57.903,0,7.550,151,0.250,1,-10921639,715.143,716,599,855,15018,69.321,0.590,0.039,0.778
ID2802952,2802952,16,85.237,20.447,57.908,0,7.600,152,0.250,1,-10921639,733.762,715,540,987,15409,110.792,0.568,0.065,0.807
ID2803502,2803502,16,35.171,20.327,58.004,0,7.650,153,0.250,1,-10921639,689.429,674,566,873,14478,82.462,0.598,0.027,0.444
ID2805126,2805126,16,57.655,20.272,57.875,0,7.700,154,0.250,1,-10921639,684.571,686,517,884,14376,98.556,0.845,0.029,0.391
ID2804582,2804582,16,82.741,20.192,58.020,0,7.750,155,0.250,1,-10921639,735.571,711,593,916,15447,93.595,0.593,0.066,0.966
ID2804043,2804043,16,40.281,20.293,58.041,0,7.800,156,0.250,1,-10921639,701.667,687,561,923,14735,85.553,0.844,0.040,0.628
ID2801553,2801553,21,74.194,56.648,13.086,0,7.550,151,0.250,1,-10921639,701.857,695,585,900,14739,88.267,0.595,0.065,0.977
ID2802580,2802580,21,72.596,56.647,13.040,0,7.600,152,0.250,1,-10921639,670.381,662,510,925,14078,109.112,0.300,0.040,0.472
ID2803119,2803119,21,50.481,56.672,13.246,0,7.650,153,0.250,1,-10921639,655.857,633,524,941,13773,95.036,0.577,0.037,0.491
