Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID165180,165180,1,178.751,15.401,28.499,0,10.050,201,0.250,1,-10921639,887.238,873,597,1179,18632,168.529,0.300,0.091,0.874
ID165958,165958,1,150.628,15.429,28.486,0,10.100,202,0.250,1,-10921639,829.143,798,591,1170,17412,154.644,0.300,0.089,0.878
ID167098,167098,1,120.982,15.363,28.434,0,10.150,203,0.250,1,-10921639,781.048,793,552,958,16402,114.643,0.559,0.055,0.714
ID167156,167156,1,116.249,15.487,28.393,0,10.200,204,0.250,1,-10921639,785.667,749,618,1071,16499,127.082,0.794,0.062,0.721
ID168220,168220,1,210.210,15.464,28.403,0,10.250,205,0.250,1,-10921639,859.238,874,581,1278,18044,198.698,0.300,0.101,0.796
ID168983,168983,1,175.792,15.406,28.445,0,10.300,206,0.250,1,-10921639,886.714,857,588,1470,18621,207.591,0.597,0.110,0.849
ID169731,169731,1,149.805,15.431,28.467,0,10.350,207,0.250,1,-10921639,835.571,842,625,1085,17547,126.096,0.595,0.080,0.983
ID170521,170521,1,296.656,15.406,28.434,0,10.400,208,0.250,1,-10921639,969.238,862,631,1578,20354,266.740,0.300,0.160,1.002
ID172006,172006,1,330.231,15.413,28.352,0,10.450,209,0.250,1,-10921639,943.238,878,608,1437,19808,265.047,0.300,0.149,0.924
ID171265,171265,1,196.467,15.368,28.370,0,10.500,210,0.250,1,-10921639,839.381,782,617,1091,17627,149.175,0.300,0.110,1.119
ID172757,172757,1,151.628,15.417,28.315,0,10.550,211,0.250,1,-10921639,788.429,795,580,1088,16557,143.165,0.300,0.065,0.669
ID173518,173518,1,193.656,15.458,28.385,0,10.600,212,0.250,1,-10921639,894.143,862,617,1146,18777,144.812,0.300,0.108,1.206
ID174264,174264,1,100.874,15.503,28.305,0,10.650,213,0.250,1,-10921639,793.571,781,597,1179,16665,141.257,0.300,0.061,0.648
ID175014,175014,1,178.799,15.331,28.324,0,10.700,214,0.250,1,-10921639,868.095,841,644,1221,18230,174.975,0.300,0.106,0.948
