 ,TRACK_ID,Frame,POSITION_X,POSITION_Y,z,m0,m1,m2,m3,m4,NPscore
8420,2028,141,52.585806,7.48524,0,0.149,1.014,1.35,1.929,2.9589999999999996,0.428
8421,2028,142,52.578092000000005,7.509047,0,0.152,0.9790000000000001,1.274,1.79,2.718,0.436
8422,2028,144,52.353987000000004,7.524209000000001,0,0.078,0.996,1.36,2.024,3.265,0.42200000000000004
8423,2029,137,26.635910000000003,20.700519,0,0.08900000000000001,0.9520000000000001,1.187,1.5759999999999998,2.2359999999999998,0.375
8424,2029,138,26.615561000000003,20.782446999999998,0,0.146,1.092,1.545,2.362,3.87,0.313
8425,2030,137,61.541228000000004,35.82089,0,0.087,0.993,1.306,1.8459999999999999,2.8089999999999997,0.439
8426,2030,138,61.62289,35.72779,0,0.08800000000000001,1.004,1.358,1.983,3.1180000000000003,0.509
8427,2030,140,61.72583200000001,36.044995,0,0.08900000000000001,1.103,1.63,2.614,4.48,0.20199999999999999
8428,2030,142,62.004733,36.255401,0,0.131,1.101,1.587,2.478,4.145,0.22899999999999998
8429,2031,137,39.055982,43.54074200000001,0,0.124,0.961,1.235,1.704,2.53,0.396
8430,2031,138,39.106655,43.470784,0,0.131,1.0759999999999998,1.517,2.314,3.787,0.36700000000000005
8431,2032,137,26.016795000000002,55.156031,0,0.087,1.042,1.474,2.266,3.7510000000000003,0.35
8432,2032,139,26.092073,55.82276000000001,0,0.12300000000000001,1.078,1.476,2.165,3.39,0.43799999999999994
8433,2032,140,25.963063,55.80121400000001,0,0.16,0.995,1.328,1.916,2.983,0.42200000000000004
8434,2032,141,25.759573,55.654914000000005,0,0.11199999999999999,0.9640000000000001,1.2309999999999999,1.689,2.494,0.39
8435,2033,137,5.1787540000000005,61.769323,0,0.098,1.035,1.411,2.068,3.25,0.423
8436,2033,139,4.581983,62.116719,0,0.085,1.035,1.43,2.138,3.44,0.457
8437,2034,137,13.656440000000002,62.852076,0,0.084,0.895,1.113,1.48,2.1180000000000003,0.298
8438,2034,139,13.781460000000001,63.087752,0,0.08199999999999999,0.9079999999999999,1.121,1.4680000000000002,2.05,0.204
8439,2035,137,13.897968000000002,63.42357700000001,0,0.11,0.925,1.131,1.452,1.9669999999999999,0.313
8440,2035,139,14.458962000000001,63.12579,0,0.085,0.976,1.264,1.743,2.568,0.373
8441,2036,137,5.262544000000001,64.46776000000001,0,0.102,0.993,1.297,1.8090000000000002,2.697,0.439
8442,2036,139,5.782574,64.67470800000001,0,0.159,0.9440000000000001,1.186,1.587,2.275,0.233
8443,2036,141,5.1864680000000005,64.37372900000001,0,0.102,1.0659999999999998,1.558,2.475,4.2139999999999995,0.271
8444,2036,142,5.27877,64.6513,0,0.085,0.9740000000000001,1.255,1.724,2.53,0.462
8445,2036,144,5.260549000000001,64.691998,0,0.081,1.0190000000000001,1.3159999999999998,1.811,2.6639999999999997,0.41700000000000004
8446,2037,137,12.414486000000002,64.392881,0,0.07200000000000001,0.985,1.3530000000000002,2.023,3.2739999999999996,0.43
8447,2037,139,12.720253000000001,64.26067900000001,0,0.102,1.044,1.4069999999999998,2.039,3.1710000000000003,0.473
8448,2037,140,12.748848000000002,64.269191,0,0.08900000000000001,0.934,1.204,1.68,2.539,0.33399999999999996
8449,2037,141,12.68022,64.17888400000001,0,0.11800000000000001,1.042,1.365,1.906,2.84,0.456
8450,2037,143,12.306091,64.55088500000001,0,0.09,0.903,1.1079999999999999,1.4369999999999998,1.979,0.225
8451,2038,138,50.572585000000004,5.095895,0,0.105,1.048,1.415,2.062,3.2319999999999998,0.507
8452,2038,139,50.519917,4.984707,0,0.192,1.0290000000000001,1.368,1.944,2.955,0.33799999999999997
8453,2039,138,60.03008200000001,33.427422,0,0.135,1.063,1.3940000000000001,1.939,2.867,0.52
8454,2039,139,60.013723000000006,33.361321000000004,0,0.115,1.072,1.548,2.434,4.112,0.359
8455,2039,140,59.936317,33.26955100000001,0,0.139,1.1059999999999999,1.545,2.326,3.753,0.336
8456,2039,142,59.950016,33.405876,0,0.204,1.016,1.335,1.883,2.85,0.335
8457,2040,138,62.84489400000001,33.447372,0,0.157,0.95,1.18,1.545,2.144,0.25
8458,2040,140,62.723066,34.110510000000005,0,0.153,0.948,1.181,1.556,2.175,0.267
8459,2040,141,62.982416,34.395928,0,0.095,0.9690000000000001,1.339,2.052,3.4419999999999997,0.457
8460,2040,142,62.922167,34.129795,0,0.087,1.084,1.5819999999999999,2.51,4.272,0.222
8461,2040,143,62.829732,34.138972,0,0.077,0.9840000000000001,1.344,1.989,3.176,0.465
8462,2040,144,62.673191,34.120884000000004,0,0.11699999999999999,1.045,1.376,1.931,2.891,0.439
8463,2041,138,59.740275000000004,36.220289,0,0.157,0.9690000000000001,1.21,1.5959999999999999,2.233,0.303
8464,2041,139,59.670982,36.22374700000001,0,0.15,1.0659999999999998,1.4709999999999999,2.19,3.502,0.415
8465,2041,140,59.704631,36.228402,0,0.08800000000000001,0.965,1.236,1.69,2.474,0.375
8466,2041,142,59.673376,35.887522999999995,0,0.1,1.024,1.351,1.9040000000000001,2.866,0.514
8467,2041,143,59.663667000000004,35.872627,0,0.13699999999999998,0.97,1.235,1.6740000000000002,2.425,0.392
8468,2042,138,34.108515,36.578192,0,0.096,1.038,1.411,2.072,3.278,0.503
8469,2042,140,33.911276,36.517278,0,0.121,1.014,1.365,1.975,3.068,0.474
8470,2042,141,33.806737999999996,36.304877,0,0.091,1.057,1.5219999999999998,2.384,4.013,0.311
8471,2042,142,33.852224,36.497594,0,0.122,1.046,1.4240000000000002,2.0909999999999997,3.2969999999999997,0.46799999999999997
8472,2043,138,14.76965,41.97799200000001,0,0.09699999999999999,0.9570000000000001,1.327,2.03,3.389,0.504
8473,2043,139,14.847322,42.111125,0,0.12300000000000001,0.934,1.141,1.465,1.982,0.218
8474,2043,140,14.832825000000001,42.117243,0,0.125,1.004,1.26,1.663,2.319,0.40399999999999997
8475,2044,138,5.2521700000000004,61.093018,0,0.109,0.93,1.1520000000000001,1.5119999999999998,2.112,0.225
8476,2044,139,5.456192,60.990874000000005,0,0.09300000000000001,1.025,1.42,2.135,3.4610000000000003,0.466
8477,2045,138,6.049106,61.754028,0,0.13,0.991,1.254,1.6740000000000002,2.365,0.408
8478,2045,139,6.005482,61.722108,0,0.11,1.04,1.442,2.18,3.5639999999999996,0.46399999999999997
8479,2045,140,6.175323000000001,61.915623000000004,0,0.098,1.053,1.479,2.262,3.7289999999999996,0.41200000000000003
8480,2046,138,16.799097,62.566126,0,0.13699999999999998,1.05,1.443,2.149,3.447,0.47700000000000004
8481,2046,139,16.928905,62.813905000000005,0,0.175,1.015,1.3330000000000002,1.865,2.785,0.358
8482,2046,141,17.032379,63.241633,0,0.10099999999999999,1.011,1.357,1.963,3.055,0.45799999999999996
8483,2046,142,17.124947,63.231125999999996,0,0.105,1.041,1.411,2.059,3.2260000000000004,0.48100000000000004
8484,2047,138,12.598425,62.698993,0,0.17300000000000001,0.996,1.31,1.859,2.843,0.431
8485,2047,139,12.630877,62.725593,0,0.092,1.011,1.392,2.083,3.367,0.46799999999999997
8486,2047,140,12.507453,62.706042000000004,0,0.09,0.975,1.225,1.626,2.285,0.363
8487,2047,142,12.527536000000001,62.72652400000001,0,0.10400000000000001,1.005,1.338,1.921,2.971,0.516
8488,2048,138,33.722416,64.333297,0,0.11,1.042,1.402,2.035,3.177,0.52
8489,2048,140,33.830944,64.521625,0,0.107,1.1079999999999999,1.6,2.5069999999999997,4.2139999999999995,0.257
8490,2049,138,7.754830999999999,64.823668,0,0.11,1.073,1.518,2.33,3.8480000000000003,0.364
8491,2049,139,7.745521,64.800393,0,0.16699999999999998,0.9940000000000001,1.294,1.811,2.727,0.34
8492,2049,140,7.704956,64.977815,0,0.12,1.011,1.376,2.031,3.234,0.474
8493,2050,138,17.784361000000004,64.80212200000001,0,0.107,1.093,1.516,2.26,3.602,0.365
8494,2050,140,17.572492,64.97981,0,0.12,1.1079999999999999,1.5830000000000002,2.44,4.024,0.285
8495,2050,142,17.539907,65.263233,0,0.196,1.058,1.4809999999999999,2.248,3.67,0.307
8496,2050,143,17.482584,65.48095400000001,0,0.21100000000000002,1.022,1.391,2.049,3.2560000000000002,0.318
8497,2050,144,17.469018000000002,65.375751,0,0.13,1.062,1.4409999999999998,2.093,3.25,0.389
8498,2050,145,17.597628999999998,65.241022,0,0.095,0.895,1.088,1.391,1.8780000000000001,0.223
8499,2050,146,17.609333000000003,65.03833,0,0.095,1.058,1.492,2.271,3.701,0.371
8500,2050,147,17.443216000000003,65.19713200000001,0,0.08199999999999999,0.976,1.272,1.768,2.622,0.462
8501,2050,148,17.506923,65.176783,0,0.124,1.107,1.59,2.477,4.137,0.295
8502,2050,150,17.471412,65.28890200000001,0,0.08800000000000001,1.0390000000000001,1.525,2.452,4.243,0.33299999999999996
8503,2050,151,17.465294,65.144198,0,0.14400000000000002,1.005,1.335,1.916,2.963,0.426
8504,2050,152,17.468885,65.244081,0,0.163,1.1079999999999999,1.5330000000000001,2.2769999999999997,3.614,0.306
8505,2050,154,17.620638,65.25405599999999,0,0.192,0.966,1.227,1.665,2.424,0.312
8506,2050,155,17.480589,65.342235,0,0.19,1.0759999999999998,1.493,2.235,3.591,0.278
8507,2050,157,17.484978,65.383066,0,0.14400000000000002,0.995,1.367,2.05,3.3310000000000004,0.428
8508,2050,158,17.692458000000002,65.248204,0,0.151,1.044,1.405,2.025,3.12,0.43200000000000005
8509,2050,159,17.710945,65.210299,0,0.11,0.9740000000000001,1.251,1.72,2.539,0.44
8510,2050,160,17.652425,65.206043,0,0.121,1.055,1.446,2.14,3.403,0.409
8511,2050,161,17.522484,65.433074,0,0.11,1.101,1.6159999999999999,2.569,4.364,0.251
8512,2050,163,17.994501,64.875272,0,0.087,1.003,1.359,1.999,3.177,0.467
8513,2051,138,7.132524,65.068122,0,0.127,1.01,1.327,1.87,2.832,0.51
8514,2051,140,6.691097,64.949752,0,0.091,1.0959999999999999,1.626,2.6260000000000003,4.545,0.21100000000000002
8515,2051,141,6.529502,65.24022400000001,0,0.057999999999999996,0.938,1.338,2.102,3.575,0.41100000000000003
8516,2051,142,6.6148880000000005,65.12118900000002,0,0.122,1.031,1.3769999999999998,1.9709999999999999,3.023,0.502
8517,2052,138,12.442948,65.653588,0,0.13699999999999998,0.992,1.278,1.764,2.614,0.44299999999999995
8518,2052,139,12.445608000000002,65.65598200000001,0,0.107,0.9840000000000001,1.35,2.025,3.2910000000000004,0.457
8519,2053,138,10.27026,65.798159,0,0.107,1.124,1.6230000000000002,2.536,4.2410000000000005,0.20199999999999999
8520,2053,140,10.978086000000001,65.830212,0,0.08,0.9790000000000001,1.334,1.969,3.137,0.444
8521,2053,141,10.918502,65.67180900000001,0,0.098,1.075,1.558,2.4530000000000003,4.1419999999999995,0.26899999999999996
8522,2053,143,11.117868999999999,66.326701,0,0.141,0.988,1.276,1.757,2.582,0.434
8523,2054,138,21.514213,67.508007,0,0.109,1.121,1.617,2.521,4.202,0.21
8524,2054,140,21.896588,67.535006,0,0.121,1.082,1.508,2.275,3.687,0.389
8525,2055,139,28.120855000000002,0.207613,0,0.152,1.001,1.344,1.954,3.065,0.41100000000000003
8526,2055,140,28.142267999999998,0.14098000000000002,0,0.1,0.978,1.3869999999999998,2.149,3.592,0.46799999999999997
8527,2055,142,27.916966000000002,0.21319900000000003,0,0.153,1.042,1.419,2.088,3.303,0.442
8528,2055,144,28.126973,0.27930000000000005,0,0.08,0.991,1.344,1.973,3.122,0.425
8529,2056,139,56.589372000000004,26.143278,0,0.1,1.093,1.595,2.523,4.272,0.289
8530,2056,140,56.572880000000005,26.113885,0,0.11599999999999999,1.073,1.5090000000000001,2.299,3.76,0.38799999999999996
8531,2057,139,59.62828900000001,31.363927000000004,0,0.218,1.078,1.4880000000000002,2.214,3.532,0.259
8532,2057,140,59.64890400000001,31.372439,0,0.228,1.03,1.3769999999999998,1.984,3.075,0.272
8533,2058,139,7.272839,32.26008100000001,0,0.133,1.014,1.3880000000000001,2.0669999999999997,3.3280000000000003,0.45899999999999996
8534,2058,141,7.332556,32.141711,0,0.109,1.063,1.51,2.336,3.89,0.33399999999999996
8535,2058,142,7.366471000000001,32.160996000000004,0,0.133,1.129,1.594,2.42,3.9219999999999997,0.21899999999999997
8536,2059,139,57.63821,33.729997000000004,0,0.09300000000000001,1.045,1.453,2.202,3.603,0.452
8537,2059,140,57.545775000000006,33.807802,0,0.155,1.082,1.459,2.101,3.2230000000000003,0.41200000000000003
8538,2059,141,57.794485,33.635035,0,0.16899999999999998,1.016,1.3419999999999999,1.909,2.924,0.392
8539,2059,143,58.199071,33.085612000000005,0,0.10400000000000001,1.1059999999999999,1.5630000000000002,2.377,3.865,0.259
8540,2060,139,63.51335200000001,34.250426,0,0.10400000000000001,1.056,1.4569999999999999,2.181,3.517,0.45399999999999996
8541,2060,140,63.590891,34.089097,0,0.102,1.0390000000000001,1.476,2.283,3.804,0.418
8542,2061,139,63.36439200000001,34.832434,0,0.068,0.8859999999999999,1.219,1.859,3.0980000000000003,0.313
8543,2061,140,63.275415,34.925268,0,0.094,1.0659999999999998,1.577,2.5540000000000003,4.446000000000001,0.287
8544,2062,139,61.22468800000001,34.99283200000001,0,0.115,1.099,1.57,2.428,4.02,0.32799999999999996
8545,2062,141,61.12946,35.063987000000004,0,0.086,0.975,1.297,1.87,2.918,0.442
8546,2063,139,16.57579,41.237847,0,0.12,0.9620000000000001,1.258,1.7890000000000001,2.764,0.363
8547,2063,140,16.387063,41.256334,0,0.125,1.024,1.405,2.0909999999999997,3.3560000000000003,0.467
8548,2064,139,28.911540000000002,57.001672000000006,0,0.07200000000000001,0.9159999999999999,1.178,1.635,2.451,0.26899999999999996
8549,2064,141,29.043609,56.958048,0,0.086,0.9279999999999999,1.163,1.5619999999999998,2.258,0.299
8550,2065,139,12.724509,62.01244700000001,0,0.09300000000000001,0.976,1.275,1.8030000000000002,2.76,0.38799999999999996
8551,2065,141,12.429914,61.958183000000005,0,0.10400000000000001,0.9690000000000001,1.27,1.801,2.764,0.431
8552,2066,139,8.868573,63.402962,0,0.102,1.082,1.524,2.323,3.798,0.38799999999999996
8553,2066,141,9.096269000000001,63.48010200000001,0,0.096,0.982,1.274,1.767,2.625,0.434
8554,2066,142,9.208122,63.509495,0,0.14,1.003,1.3119999999999998,1.839,2.759,0.48200000000000004
8555,2067,139,9.789465000000002,63.408415000000005,0,0.114,1.011,1.391,2.079,3.3569999999999998,0.47200000000000003
8556,2067,140,9.67841,63.302015000000004,0,0.10300000000000001,1.043,1.501,2.352,3.96,0.392
8557,2068,139,12.046342000000001,67.159813,0,0.113,1.015,1.351,1.9340000000000002,2.975,0.456
8558,2068,141,12.238261000000001,67.10648,0,0.10099999999999999,1.05,1.466,2.221,3.62,0.382
8559,2069,139,23.718954,67.30531500000001,0,0.111,1.0270000000000001,1.354,1.91,2.883,0.45899999999999996
8560,2069,141,23.775612000000002,67.08772700000002,0,0.071,0.9079999999999999,1.112,1.4280000000000002,1.9280000000000002,0.221
8561,2069,143,23.896775,67.321807,0,0.084,0.988,1.381,2.114,3.5060000000000002,0.466
8562,2070,140,52.194919000000006,1.592808,0,0.095,0.982,1.2890000000000001,1.807,2.71,0.434
8563,2070,142,52.230031000000004,1.668618,0,0.11699999999999999,1.078,1.4669999999999999,2.134,3.315,0.41700000000000004
8564,2071,140,53.555908,2.7961920000000005,0,0.10400000000000001,1.117,1.609,2.497,4.1339999999999995,0.24100000000000002
8565,2071,141,53.37662400000001,2.872268,0,0.147,1.055,1.449,2.1519999999999997,3.437,0.38299999999999995
8566,2072,140,28.949179,10.731637,0,0.099,1.034,1.4180000000000001,2.115,3.406,0.456
8567,2072,141,28.928431000000003,10.817289,0,0.085,0.972,1.252,1.726,2.551,0.41
8568,2073,140,11.511283,16.01985,0,0.12,0.9420000000000001,1.192,1.6119999999999999,2.34,0.314
8569,2073,141,11.538548,16.132634,0,0.124,1.102,1.567,2.405,3.9539999999999997,0.262
8570,2073,142,11.378682000000001,16.173997,0,0.149,1.073,1.476,2.191,3.4939999999999998,0.38799999999999996
8571,2074,140,37.434446,20.068503,0,0.204,0.9740000000000001,1.252,1.724,2.551,0.264
8572,2074,141,37.253965,19.990033000000004,0,0.078,0.968,1.276,1.819,2.803,0.424
8573,2074,143,36.80602100000001,20.120772,0,0.077,0.943,1.2309999999999999,1.734,2.637,0.39299999999999996
8574,2074,145,36.121603,20.381319,0,0.085,1.012,1.368,2.02,3.239,0.45399999999999996
8575,2074,147,36.658524,20.910925,0,0.212,1.042,1.4,2.03,3.165,0.33299999999999996
8576,2074,149,36.802696,20.360039,0,0.126,1.037,1.4880000000000002,2.334,3.945,0.397
8577,2074,150,36.851507000000005,20.529082,0,0.109,1.0490000000000002,1.445,2.148,3.43,0.436
8578,2074,151,36.742712999999995,20.431061000000003,0,0.10300000000000001,0.996,1.2790000000000001,1.7469999999999999,2.5469999999999997,0.451
8579,2074,153,37.293865,20.562598,0,0.075,0.9540000000000001,1.244,1.756,2.6860000000000004,0.361
8580,2075,140,36.947799,21.079968,0,0.163,1.011,1.351,1.945,3.01,0.426
8581,2075,141,37.298653,21.000035000000004,0,0.105,1.124,1.607,2.474,4.066,0.21100000000000002
8582,2075,142,37.566781,20.837509,0,0.171,1.07,1.472,2.185,3.4819999999999998,0.36200000000000004
8583,2075,143,37.480863,21.021049,0,0.08199999999999999,1.04,1.4680000000000002,2.2430000000000003,3.68,0.39
8584,2075,144,37.212070000000004,21.188762,0,0.085,1.013,1.3719999999999999,2.0140000000000002,3.188,0.428
8585,2076,140,57.782116,23.564009000000002,0,0.086,1.011,1.379,2.042,3.264,0.456
8586,2076,142,58.474514000000006,23.85754,0,0.08,0.9840000000000001,1.368,2.092,3.4760000000000004,0.49200000000000005
8587,2077,140,62.05952900000001,33.954102000000006,0,0.091,0.997,1.351,1.979,3.122,0.461
8588,2077,141,62.061258,33.820836,0,0.098,1.036,1.3880000000000001,1.9980000000000002,3.088,0.446
8589,2077,142,61.94142500000001,33.602317,0,0.083,0.981,1.339,1.982,3.1639999999999997,0.503
8590,2078,140,60.08128700000001,34.389942999999995,0,0.17,1.073,1.463,2.147,3.378,0.386
8591,2078,141,60.167072000000005,34.51483,0,0.184,1.078,1.537,2.385,3.986,0.247
8592,2078,142,60.082883,34.523076,0,0.154,1.0959999999999999,1.524,2.286,3.677,0.317
8593,2078,143,59.88444700000001,34.456576000000005,0,0.087,1.043,1.4580000000000002,2.2119999999999997,3.61,0.40700000000000003
8594,2079,140,14.147210000000001,42.355978,0,0.079,0.9209999999999999,1.224,1.7819999999999998,2.832,0.354
8595,2079,141,14.150934,42.353983,0,0.113,1.074,1.48,2.195,3.485,0.369
8596,2079,143,14.141623999999998,42.370874,0,0.098,0.963,1.197,1.5719999999999998,2.188,0.359
8597,2080,140,13.790637,44.508449999999996,0,0.08800000000000001,0.95,1.25,1.781,2.748,0.392
8598,2080,141,13.783322,44.640252999999994,0,0.139,0.963,1.208,1.609,2.286,0.33399999999999996
8599,2081,140,26.919332999999998,55.272805,0,0.13,1.102,1.5819999999999999,2.463,4.113,0.285
8600,2081,142,26.979848,55.243545000000005,0,0.094,1.0070000000000001,1.374,2.0269999999999997,3.221,0.503
8601,2082,140,24.658732000000004,57.062054,0,0.115,1.102,1.5659999999999998,2.408,3.975,0.311
8602,2082,142,24.699562999999998,56.72436700000001,0,0.124,1.057,1.433,2.084,3.241,0.457
8603,2082,143,24.777900000000002,56.897134,0,0.10800000000000001,1.074,1.545,2.412,4.042,0.29
8604,2083,140,25.31921,57.775067,0,0.13699999999999998,0.998,1.285,1.76,2.57,0.42100000000000004
8605,2083,142,24.786146000000002,58.355213,0,0.09699999999999999,1.015,1.376,2.023,3.215,0.504
8606,2083,143,24.913027999999997,58.330475,0,0.205,1.056,1.421,2.05,3.1689999999999996,0.322
8607,2084,140,28.016184000000003,58.044791,0,0.146,1.0390000000000001,1.376,1.9509999999999998,2.9619999999999997,0.455
8608,2084,142,28.083482000000004,58.32582000000001,0,0.11599999999999999,0.99,1.315,1.886,2.917,0.509
8609,2084,144,28.028154,58.323426000000005,0,0.107,1.03,1.389,2.008,3.111,0.435
8610,2085,140,25.90707,58.347632000000004,0,0.084,1.068,1.544,2.428,4.103,0.325
8611,2085,142,26.112156,57.984143,0,0.077,1.036,1.496,2.356,3.992,0.34299999999999997
8612,2086,140,3.7700180000000003,61.616107,0,0.091,0.993,1.33,1.9269999999999998,3.014,0.456
8613,2086,141,3.7782640000000005,61.417937,0,0.09699999999999999,1.0170000000000001,1.443,2.224,3.69,0.40399999999999997
8614,2086,142,3.7057790000000006,61.66545,0,0.132,1.028,1.376,1.9780000000000002,3.0469999999999997,0.494
8615,2086,143,3.5109340000000007,61.79685400000001,0,0.209,1.054,1.416,2.042,3.153,0.314
8616,2086,145,3.2676770000000004,61.746713,0,0.159,0.996,1.2570000000000001,1.6780000000000002,2.377,0.38799999999999996
8617,2086,146,3.64021,61.641643,0,0.106,1.031,1.3419999999999999,1.858,2.742,0.504
8618,2087,140,5.632284,62.03253000000001,0,0.094,0.955,1.275,1.85,2.907,0.42200000000000004
8619,2087,142,5.529076,61.386416,0,0.1,1.016,1.4280000000000002,2.19,3.6239999999999997,0.461
8620,2087,143,5.6971880000000015,61.53511,0,0.12300000000000001,1.112,1.591,2.461,4.075,0.213
8621,2087,144,5.674711,61.56091200000001,0,0.11800000000000001,1.061,1.4480000000000002,2.125,3.34,0.384
8622,2088,140,9.628535,65.192876,0,0.152,1.0170000000000001,1.307,1.778,2.5639999999999996,0.42100000000000004
8623,2088,141,9.508436000000001,65.36710599999999,0,0.153,0.938,1.187,1.599,2.305,0.28600000000000003
8624,2088,143,9.333141999999999,65.06825500000001,0,0.10400000000000001,1.046,1.442,2.155,3.467,0.436
8625,2088,145,9.532775,65.371628,0,0.129,0.9740000000000001,1.281,1.817,2.775,0.444
8626,2088,146,9.534371,65.23623400000001,0,0.152,0.987,1.262,1.71,2.465,0.40399999999999997
8627,2088,147,9.477979000000001,65.208836,0,0.124,0.986,1.2790000000000001,1.771,2.6180000000000003,0.485
8628,2088,148,9.356816,64.854258,0,0.128,1.145,1.6680000000000001,2.62,4.393,0.209
8629,2088,150,8.814309,64.72564700000001,0,0.105,1.018,1.406,2.123,3.4730000000000003,0.45899999999999996
8630,2088,152,9.257066000000002,64.554077,0,0.085,1.018,1.479,2.37,4.107,0.424
8631,2089,141,51.438016,2.676226,0,0.092,1.015,1.383,2.037,3.23,0.444
8632,2089,143,51.983715000000004,2.3063529999999997,0,0.08,0.946,1.23,1.7309999999999999,2.64,0.395
8633,2089,145,51.936100999999994,2.4521210000000004,0,0.07400000000000001,0.975,1.317,1.923,3.028,0.44
8634,2089,147,52.241469,2.631139,0,0.15,1.064,1.494,2.263,3.674,0.33
8635,2089,148,52.185875,2.6005490000000004,0,0.156,1.053,1.43,2.09,3.2739999999999996,0.359
8636,2090,141,50.31656,4.297629000000001,0,0.149,1.026,1.3459999999999999,1.885,2.824,0.428
8637,2090,143,50.576176000000004,4.319707,0,0.099,0.935,1.165,1.5490000000000002,2.209,0.31
8638,2091,141,51.920806,6.860805,0,0.11599999999999999,1.093,1.51,2.234,3.53,0.335
8639,2091,143,51.779028,6.8791590000000005,0,0.084,1.006,1.348,1.9380000000000002,2.991,0.473
8640,2092,141,5.110259,10.172106000000001,0,0.122,1.034,1.455,2.234,3.702,0.396
8641,2092,143,5.669923000000001,9.761136,0,0.077,0.998,1.466,2.372,4.1419999999999995,0.38799999999999996
8642,2093,141,34.250558999999996,11.574458000000002,0,0.076,0.9209999999999999,1.157,1.547,2.2119999999999997,0.287
8643,2093,142,34.356294,11.575389,0,0.08800000000000001,0.9690000000000001,1.32,1.959,3.147,0.506
8644,2094,141,28.492191000000002,18.353601,0,0.083,1.064,1.554,2.468,4.202,0.266
8645,2094,142,28.403081000000004,18.26489,0,0.113,1.084,1.49,2.2030000000000003,3.49,0.38299999999999995
8646,2094,143,28.425691,18.288165,0,0.092,0.997,1.308,1.839,2.772,0.47200000000000003
8647,2094,144,28.433006000000002,18.373551000000003,0,0.132,1.034,1.401,2.057,3.2560000000000002,0.42100000000000004
8648,2094,145,28.521717000000002,18.386585,0,0.15,0.938,1.169,1.546,2.185,0.301
8649,2095,141,27.651365000000002,18.968726000000004,0,0.07400000000000001,0.929,1.254,1.859,3.003,0.40399999999999997
8650,2095,143,27.584732000000006,18.944653000000002,0,0.105,0.904,1.094,1.3940000000000001,1.8840000000000001,0.20600000000000002
8651,2096,141,27.735554,20.583213,0,0.17300000000000001,1.107,1.5630000000000002,2.383,3.895,0.233
8652,2096,143,27.3581,20.864242,0,0.096,1.053,1.432,2.085,3.248,0.442
8653,2097,141,27.09343,21.521129,0,0.121,1.0,1.35,1.98,3.139,0.457
8654,2097,142,27.10407,21.492401,0,0.146,0.9570000000000001,1.236,1.7169999999999999,2.5669999999999997,0.40700000000000003
8655,2097,143,27.134793,21.474579000000002,0,0.124,0.91,1.129,1.4809999999999999,2.063,0.249
8656,2097,144,27.089839,21.484155,0,0.168,1.016,1.38,2.0340000000000003,3.239,0.38
8657,2097,145,27.066431,21.502775000000003,0,0.107,0.9179999999999999,1.188,1.6680000000000001,2.541,0.358
8658,2098,141,29.343657000000004,23.174851000000004,0,0.12,1.05,1.4180000000000001,2.055,3.187,0.428
8659,2098,142,29.284206000000005,23.337909,0,0.158,0.981,1.288,1.827,2.7969999999999997,0.435
8660,2098,144,29.346849,23.746618,0,0.102,0.9940000000000001,1.376,2.082,3.4160000000000004,0.43799999999999994
8661,2098,145,29.41029,23.752204,0,0.085,1.014,1.4069999999999998,2.137,3.5210000000000004,0.43
8662,2098,146,29.477854,23.780001000000002,0,0.096,1.016,1.349,1.9269999999999998,2.96,0.501
8663,2099,141,60.770759000000005,34.526667,0,0.115,0.983,1.2690000000000001,1.757,2.617,0.42700000000000005
8664,2099,143,60.227986,34.97793600000001,0,0.091,1.04,1.419,2.076,3.248,0.45
8665,2099,145,60.01531900000001,34.793598,0,0.159,1.068,1.436,2.063,3.1630000000000003,0.376
8666,2099,147,59.746393000000005,35.360710000000005,0,0.091,1.046,1.479,2.276,3.77,0.349
8667,2100,141,30.224117000000003,37.023742000000006,0,0.10800000000000001,1.067,1.476,2.204,3.534,0.373
8668,2100,143,30.113993,37.564121,0,0.086,1.05,1.514,2.387,4.052,0.32899999999999996
8669,2101,141,3.647658,60.60650400000001,0,0.092,0.945,1.189,1.604,2.327,0.337
8670,2101,142,3.522638,60.754134,0,0.09699999999999999,0.9620000000000001,1.2590000000000001,1.781,2.72,0.473
8671,2101,144,3.227644,61.08437300000001,0,0.10300000000000001,1.061,1.444,2.12,3.343,0.386
8672,2102,141,9.147873,60.821830999999996,0,0.08199999999999999,0.96,1.27,1.81,2.773,0.424
8673,2102,142,8.980559,60.77341900000001,0,0.076,1.018,1.44,2.211,3.65,0.42200000000000004
8674,2103,141,15.85227,62.59219400000001,0,0.136,1.044,1.399,2.012,3.1,0.43200000000000005
8675,2103,142,15.878737000000001,62.560407000000005,0,0.157,1.0859999999999999,1.534,2.354,3.884,0.3
8676,2103,143,15.870890000000001,62.533275,0,0.094,0.992,1.301,1.829,2.759,0.47
8677,2103,145,15.674848000000003,62.519177000000006,0,0.10400000000000001,1.054,1.444,2.131,3.375,0.402
8678,2103,146,15.855993999999999,62.483533,0,0.11800000000000001,1.056,1.479,2.2430000000000003,3.657,0.401
8679,2103,147,15.731373000000001,62.590066,0,0.099,0.971,1.216,1.607,2.248,0.406
8680,2103,148,15.897889,62.447889,0,0.081,1.048,1.5530000000000002,2.5180000000000002,4.387,0.29600000000000004
8681,2104,141,9.866073,64.998962,0,0.077,0.987,1.344,1.983,3.158,0.441
