Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID3362094,3362094,1,48.818,12.341,47.742,0,7.750,155,0.250,1,-10921639,689.190,686,530,1100,14473,136.476,0.556,0.030,0.290
ID3363634,3363634,1,62.252,12.213,47.661,0,7.800,156,0.250,1,-10921639,670.619,672,568,798,14083,64.633,0.796,0.030,0.596
ID3364406,3364406,1,59.763,12.169,47.627,0,7.850,157,0.250,1,-10921639,657.238,633,514,951,13802,100.943,0.300,0.039,0.494
ID3365169,3365169,1,49.744,12.088,47.634,0,7.900,158,0.250,1,-10921639,666.714,661,513,807,14001,79.546,0.300,0.035,0.573
ID3366747,3366747,1,76.557,12.105,47.770,0,7.950,159,0.250,1,-10921639,686.381,709,544,802,14414,83.928,0.794,0.026,0.416
ID3365936,3365936,1,82.090,12.082,47.874,0,8.000,160,0.250,1,-10921639,761.238,726,548,984,15986,110.564,0.590,0.079,1.003
ID3367548,3367548,1,62.647,12.031,47.723,0,8.050,161,0.250,1,-10921639,684.095,661,559,954,14366,109.086,0.797,0.027,0.325
ID3359801,3359801,4,183.537,10.012,47.858,0,7.550,151,0.250,1,-10921639,765.905,717,564,1091,16084,175.417,0.400,0.102,0.810
ID3361336,3361336,4,196.119,9.977,47.782,0,7.600,152,0.250,1,-10921639,758.286,694,508,1137,15924,186.123,0.300,0.110,0.807
ID3360563,3360563,4,139.289,9.983,47.829,0,7.650,153,0.250,1,-10921639,710.286,623,520,1248,14916,207.559,0.300,0.090,0.562
ID3362890,3362890,4,193.530,9.982,47.778,0,7.700,154,0.250,1,-10921639,743.048,635,520,1142,15604,199.144,0.300,0.107,0.724
ID3362093,3362093,4,152.062,9.981,47.779,0,7.750,155,0.250,1,-10921639,740.238,708,521,1179,15545,164.134,0.300,0.104,0.850
ID3363637,3363637,4,171.949,9.959,47.875,0,7.800,156,0.250,1,-10921639,766.048,678,582,1279,16087,201.641,0.300,0.118,0.800
ID3364408,3364408,4,112.958,9.953,47.799,0,7.850,157,0.250,1,-10921639,718.857,665,577,1141,15096,160.052,0.300,0.093,0.764
ID3365171,3365171,4,128.740,9.982,47.777,0,7.900,158,0.250,1,-10921639,718.619,703,535,1108,15091,156.533,0.300,0.101,0.841
ID3366749,3366749,4,130.846,10.004,47.835,0,7.950,159,0.250,1,-10921639,736.810,692,546,1207,15473,183.975,0.300,0.100,0.726
ID3365932,3365932,4,198.210,9.980,47.772,0,8.000,160,0.250,1,-10921639,769.095,658,523,1262,16151,232.125,0.300,0.118,0.699
ID3367547,3367547,4,176.978,9.985,47.752,0,8.050,161,0.250,1,-10921639,763.190,698,545,1201,16027,184.969,0.300,0.118,0.868
ID3369082,3369082,4,162.984,10.011,47.819,0,8.100,162,0.250,1,-10921639,720.238,660,520,966,15125,150.511,0.300,0.086,0.755
ID3368302,3368302,4,156.977,9.962,47.830,0,8.150,163,0.250,1,-10921639,744.714,679,560,1194,15639,202.079,0.300,0.097,0.650
ID3369887,3369887,4,144.475,9.947,47.822,0,8.200,164,0.250,1,-10921639,738.762,705,549,1197,15514,175.447,0.300,0.106,0.809
ID3371398,3371398,4,125.240,9.955,47.824,0,8.250,165,0.250,1,-10921639,708.238,668,537,1107,14873,152.375,0.300,0.094,0.801
ID3370650,3370650,4,112.061,9.958,47.802,0,8.300,166,0.250,1,-10921639,718.619,676,534,1265,15091,175.836,0.300,0.087,0.653
ID3372166,3372166,4,108.277,9.968,47.803,0,8.350,167,0.250,1,-10921639,748.762,691,519,1421,15724,234.745,0.300,0.111,0.638
ID3372935,3372935,4,111.143,9.932,47.777,0,8.400,168,0.250,1,-10921639,759.762,696,538,1361,15955,205.181,0.300,0.098,0.662
ID3373714,3373714,4,169.266,9.979,47.818,0,8.450,169,0.250,1,-10921639,759.905,740,546,1067,15958,148.802,0.400,0.099,0.921
ID3374514,3374514,4,86.048,9.971,47.798,0,8.500,170,0.250,1,-10921639,700.762,635,516,1308,14716,195.328,0.300,0.078,0.518
ID3375311,3375311,4,124.393,9.974,47.785,0,8.550,171,0.250,1,-10921639,743.476,689,547,1135,15613,162.329,0.300,0.093,0.779
ID3376105,3376105,4,116.425,9.942,47.824,0,8.600,172,0.250,1,-10921639,737.095,694,522,1216,15479,177.856,0.400,0.101,0.762
ID3376862,3376862,4,129.015,9.945,47.850,0,8.650,173,0.250,1,-10921639,740.095,681,543,1082,15542,154.737,0.400,0.098,0.855
ID3377659,3377659,4,108.228,9.962,47.836,0,8.700,174,0.250,1,-10921639,714.714,660,530,1156,15009,149.551,0.300,0.081,0.716
ID3378455,3378455,4,191.737,9.945,47.757,0,8.750,175,0.250,1,-10921639,743.667,647,536,1261,15617,194.155,0.300,0.107,0.740
ID3379190,3379190,4,141.816,9.970,47.808,0,8.800,176,0.250,1,-10921639,750.810,721,519,1394,15767,209.135,0.300,0.101,0.660
ID3379968,3379968,4,105.471,9.984,47.799,0,8.850,177,0.250,1,-10921639,703.667,659,541,1217,14777,159.171,0.300,0.079,0.649
ID3380782,3380782,4,161.618,9.996,47.776,0,8.900,178,0.250,1,-10921639,752.810,679,544,1203,15809,201.270,0.300,0.105,0.709
ID3381568,3381568,4,139.574,9.941,47.820,0,8.950,179,0.250,1,-10921639,719.286,675,536,1046,15105,152.552,0.400,0.087,0.753
ID3382303,3382303,4,146.021,9.978,47.778,0,9.000,180,0.250,1,-10921639,726.333,675,521,1222,15253,170.017,0.400,0.082,0.644
ID3383065,3383065,4,184.515,9.961,47.844,0,9.050,181,0.250,1,-10921639,750.476,732,535,1135,15760,181.973,0.300,0.101,0.755
ID3383865,3383865,4,81.193,9.987,47.782,0,9.100,182,0.250,1,-10921639,691.810,643,553,1124,14528,149.354,0.300,0.072,0.623
ID3384604,3384604,4,174.876,9.965,47.810,0,9.150,183,0.250,1,-10921639,785.714,722,556,1197,16500,189.307,0.300,0.113,0.845
