Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID8350535,8350535,2,137.676,59.641,29.476,0,5.200,104,0.250,1,-10921639,729.381,706,568,972,15317,117.979,0.300,0.048,0.564
ID8353660,8353660,2,200.652,59.944,29.268,0,5.250,105,0.250,1,-10921639,740.000,706,544,1102,15540,143.218,0.400,0.079,0.756
ID8355922,8355922,2,222.379,59.914,29.346,0,5.300,106,0.250,1,-10921639,767.048,728,584,1109,16108,149.474,0.300,0.082,0.777
ID8358155,8358155,2,165.928,59.841,29.459,0,5.350,107,0.250,1,-10921639,782.143,781,572,1075,16425,125.078,0.300,0.077,0.891
ID8357066,8357066,2,279.997,59.780,29.685,0,5.400,108,0.250,1,-10921639,766.238,691,529,1398,16091,213.370,0.300,0.085,0.562
ID8350539,8350539,4,103.660,15.963,29.638,0,5.200,104,0.250,1,-10921639,733.905,729,567,1024,15412,101.867,0.603,0.045,0.621
ID8353657,8353657,4,69.924,15.989,29.386,0,5.250,105,0.250,1,-10921639,669.667,654,528,886,14063,96.629,0.300,0.018,0.241
ID8355924,8355924,4,88.277,15.614,29.433,0,5.300,106,0.250,1,-10921639,709.429,713,547,952,14898,94.316,0.852,0.034,0.498
ID8358149,8358149,4,103.961,15.657,29.301,0,5.350,107,0.250,1,-10921639,702.238,689,579,874,14747,86.086,0.300,0.037,0.587
ID8357057,8357057,4,76.155,15.527,29.441,0,5.400,108,0.250,1,-10921639,689.429,678,582,821,14478,78.690,0.606,0.027,0.460
ID8359251,8359251,4,110.684,15.346,29.355,0,5.450,109,0.250,1,-10921639,692.048,639,540,999,14533,119.254,0.400,0.034,0.378
