Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID8349813,8349813,4,151.408,5.435,1.333,0,5.200,104,0.250,1,-10921639,652.143,604,525,957,13695,104.892,0.300,0.050,0.597
ID8353122,8353122,4,131.565,5.367,1.373,0,5.250,105,0.250,1,-10921639,646.238,601,493,919,13571,111.751,0.300,0.045,0.500
ID8355375,8355375,4,190.221,5.329,1.424,0,5.300,106,0.250,1,-10921639,667.286,645,513,998,14013,133.285,0.300,0.061,0.580
ID8357602,8357602,4,148.625,5.361,1.423,0,5.350,107,0.250,1,-10921639,694.810,659,566,917,14591,104.953,0.300,0.066,0.819
ID8356509,8356509,4,316.139,5.350,1.429,0,5.400,108,0.250,1,-10921639,745.000,663,542,1375,15645,198.960,0.300,0.102,0.693
ID8358724,8358724,4,268.637,5.369,1.367,0,5.450,109,0.250,1,-10921639,717.000,693,520,1070,15057,171.272,0.300,0.095,0.724
ID8360933,8360933,4,150.082,5.284,1.449,0,5.500,110,0.250,1,-10921639,668.333,639,514,889,14035,99.037,0.845,0.066,0.837
ID8359833,8359833,4,90.088,5.305,1.487,0,5.550,111,0.250,1,-10921639,632.524,625,549,882,13283,78.483,0.811,0.029,0.460
ID8350766,8350766,14,584.838,12.958,34.949,0,5.200,104,0.250,1,-10921639,1096.952,1111,637,1780,23036,325.481,0.300,0.189,1.069
ID8353758,8353758,14,616.118,12.901,34.956,0,5.250,105,0.250,1,-10921639,1033.905,915,686,1867,21712,325.770,0.300,0.201,1.062
ID8356029,8356029,14,492.891,12.918,34.981,0,5.300,106,0.250,1,-10921639,1031.190,1019,594,1491,21655,248.733,0.300,0.181,1.268
ID8358260,8358260,14,529.701,12.912,34.970,0,5.350,107,0.250,1,-10921639,1011.667,976,622,1634,21245,306.808,0.300,0.171,0.963
ID8357167,8357167,14,731.584,12.926,34.940,0,5.400,108,0.250,1,-10921639,1041.429,839,633,2399,21870,406.285,0.300,0.200,0.855
ID8359360,8359360,14,595.796,12.873,34.934,0,5.450,109,0.250,1,-10921639,1058.571,1010,578,1869,22230,318.978,0.300,0.202,1.116
