Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID114705,114705,1,106.137,21.188,26.245,0,7.400,148,0.250,1,-10921639,719.190,676,541,998,15103,126.544,0.300,0.047,0.515
ID114783,114783,1,101.025,21.110,26.278,0,7.450,149,0.250,1,-10921639,724.524,722,529,1100,15215,132.713,0.300,0.068,0.700
ID114731,114731,1,95.016,21.082,26.259,0,7.500,150,0.250,1,-10921639,724.381,674,537,1001,15212,143.679,0.300,0.070,0.661
ID114944,114944,1,73.915,21.049,26.329,0,7.550,151,0.250,1,-10921639,699.667,702,499,897,14693,92.453,0.300,0.050,0.725
ID114848,114848,1,115.024,21.155,26.269,0,7.600,152,0.250,1,-10921639,768.571,756,597,1225,16140,140.429,0.565,0.080,0.815
ID114828,114828,1,171.160,21.141,26.210,0,7.650,153,0.250,1,-10921639,768.143,778,579,966,16131,123.505,0.400,0.089,1.021
ID114873,114873,1,102.383,21.136,26.243,0,7.700,154,0.250,1,-10921639,715.143,731,556,1041,15018,123.132,0.300,0.073,0.789
ID114897,114897,1,67.938,21.131,26.275,0,7.750,155,0.250,1,-10921639,694.762,675,536,1069,14590,145.766,0.400,0.064,0.571
ID114920,114920,1,66.672,21.033,26.195,0,7.800,156,0.250,1,-10921639,725.238,679,549,1021,15230,132.830,0.300,0.056,0.576
ID114969,114969,1,103.297,21.027,26.204,0,7.850,157,0.250,1,-10921639,719.714,709,539,1036,15114,128.491,0.300,0.077,0.799
ID115013,115013,1,75.986,21.116,26.230,0,7.900,158,0.250,1,-10921639,699.381,676,551,1009,14687,112.657,0.300,0.060,0.698
ID114992,114992,1,65.592,21.069,26.273,0,7.950,159,0.250,1,-10921639,673.667,639,554,923,14147,110.717,0.300,0.041,0.484
ID115034,115034,1,60.376,21.071,26.300,0,8.000,160,0.250,1,-10921639,675.810,650,531,1023,14192,112.030,0.598,0.050,0.578
ID115083,115083,1,84.033,21.009,26.357,0,8.050,161,0.250,1,-10921639,667.381,641,533,881,14015,99.333,0.300,0.038,0.492
ID115266,115266,1,65.578,21.068,26.282,0,8.100,162,0.250,1,-10921639,686.524,677,536,951,14417,102.022,0.400,0.053,0.674
ID115057,115057,1,86.683,21.119,26.245,0,8.150,163,0.250,1,-10921639,671.333,647,523,848,14098,97.157,0.300,0.049,0.644
ID115157,115157,1,69.564,21.017,26.221,0,8.200,164,0.250,1,-10921639,681.476,676,524,983,14311,96.420,0.300,0.051,0.684
ID115179,115179,1,103.779,21.068,26.325,0,8.250,165,0.250,1,-10921639,696.762,674,504,1104,14632,159.069,0.300,0.069,0.568
ID115102,115102,1,61.862,21.050,26.300,0,8.300,166,0.250,1,-10921639,665.190,632,497,998,13969,127.387,0.400,0.054,0.533
ID115224,115224,1,123.033,21.082,26.307,0,8.350,167,0.250,1,-10921639,706.000,689,536,923,14826,117.260,0.400,0.071,0.803
ID115123,115123,1,72.714,21.105,26.302,0,8.400,168,0.250,1,-10921639,674.095,645,557,933,14156,101.766,0.300,0.057,0.716
ID115134,115134,1,100.742,21.064,26.344,0,8.450,169,0.250,1,-10921639,702.286,667,516,1061,14748,138.404,0.300,0.079,0.742
ID115200,115200,1,105.781,21.053,26.310,0,8.500,170,0.250,1,-10921639,682.238,635,501,980,14327,118.588,0.300,0.062,0.676
ID115243,115243,1,78.844,20.992,26.283,0,8.550,171,0.250,1,-10921639,665.190,625,488,1049,13969,159.416,0.300,0.072,0.562
ID115391,115391,1,50.423,21.121,26.314,0,8.600,172,0.250,1,-10921639,650.476,603,555,985,13660,99.930,0.300,0.043,0.534
ID115330,115330,1,93.210,21.032,26.303,0,8.650,173,0.250,1,-10921639,682.190,663,543,941,14326,121.228,0.300,0.076,0.790
ID115311,115311,1,90.165,21.078,26.289,0,8.700,174,0.250,1,-10921639,696.476,704,555,1043,14626,123.355,0.300,0.060,0.641
ID115372,115372,1,66.955,21.026,26.277,0,8.750,175,0.250,1,-10921639,683.857,656,555,972,14361,121.388,0.300,0.061,0.648
ID115287,115287,1,94.882,21.087,26.299,0,8.800,176,0.250,1,-10921639,682.905,643,532,987,14341,122.790,0.300,0.059,0.617
ID115350,115350,1,57.266,21.049,26.279,0,8.850,177,0.250,1,-10921639,669.429,645,538,1083,14058,123.269,0.833,0.048,0.501
ID115415,115415,1,90.572,21.066,26.270,0,8.900,178,0.250,1,-10921639,679.571,625,522,1025,14271,155.405,0.300,0.051,0.427
ID115454,115454,1,88.144,21.074,26.314,0,8.950,179,0.250,1,-10921639,662.952,661,496,972,13922,105.375,0.300,0.062,0.739
ID115472,115472,1,103.683,21.085,26.344,0,9.000,180,0.250,1,-10921639,681.143,626,499,1025,14304,154.006,0.300,0.062,0.516
ID115432,115432,1,99.850,21.148,26.366,0,9.050,181,0.250,1,-10921639,689.952,703,545,845,14489,89.807,0.559,0.056,0.819
ID115591,115591,1,65.376,21.084,26.286,0,9.100,182,0.250,1,-10921639,665.333,648,520,928,13972,109.802,0.300,0.052,0.604
ID115576,115576,1,85.279,21.041,26.307,0,9.150,183,0.250,1,-10921639,670.667,635,509,1037,14084,117.892,0.300,0.056,0.601
ID115514,115514,1,113.171,21.058,26.320,0,9.200,184,0.250,1,-10921639,687.952,670,538,867,14447,106.188,0.400,0.064,0.777
