Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID236383,236383,1,76.109,17.971,26.652,0,9.600,192,0.250,1,-10921639,688.429,695,522,881,14457,107.231,0.300,0.038,0.468
ID236366,236366,1,143.153,17.945,26.735,0,9.650,193,0.250,1,-10921639,731.429,675,522,1054,15360,148.469,0.300,0.069,0.637
ID236434,236434,1,115.132,18.033,26.693,0,9.700,194,0.250,1,-10921639,752.762,756,562,967,15808,99.741,0.400,0.063,0.899
ID236542,236542,1,101.578,18.115,26.660,0,9.750,195,0.250,1,-10921639,706.095,667,540,978,14828,125.208,0.300,0.049,0.529
ID236452,236452,1,60.499,18.087,26.689,0,9.800,196,0.250,1,-10921639,691.714,676,533,980,14526,108.998,0.851,0.045,0.548
ID236496,236496,1,57.016,17.934,26.599,0,9.850,197,0.250,1,-10921639,670.524,664,523,814,14081,70.840,0.804,0.033,0.607
ID236285,236285,2,62.357,21.041,26.295,0,9.500,190,0.250,1,-10921639,673.905,676,512,814,14152,83.817,0.400,0.043,0.661
ID236327,236327,2,55.878,21.089,26.242,0,9.550,191,0.250,1,-10921639,656.095,633,506,913,13778,106.172,0.602,0.050,0.592
ID236382,236382,2,75.592,21.023,26.313,0,9.600,192,0.250,1,-10921639,661.810,625,533,911,13898,106.246,0.300,0.048,0.567
ID236365,236365,2,117.285,21.046,26.324,0,9.650,193,0.250,1,-10921639,691.476,639,528,956,14521,117.352,0.300,0.073,0.804
ID236433,236433,2,133.237,20.916,26.191,0,9.700,194,0.250,1,-10921639,742.857,754,556,920,15600,104.949,0.300,0.082,1.067
ID236541,236541,2,99.069,21.056,26.265,0,9.750,195,0.250,1,-10921639,694.429,673,515,1004,14583,131.338,0.300,0.068,0.678
