POSITION_X,POSITION_Y,TRACK_ID
16.7629,92.2355,200
29.7779,63.5988,199
35.5841,91.5737,198
21.9713,86.3099,197
9.74394,75.5191,196
8.35679,78.9129,195
33.2425,87.161,194
13.0273,80.468,193
28.9593,79.7435,192
15.5892,67.5727,191
35.4514,66.2225,190
21.7973,67.4002,189
15.8942,76.7286,188
34.7698,82.1126,187
30.041,66.5278,186
21.2631,88.7092,185
13.512,71.5058,184
24.4561,80.0283,183
13.9004,80.0898,182
37.957,65.3836,181
36.5488,89.7197,180
22.4903,58.0394,179
16.9484,90.6074,178
31.9043,62.6083,177
7.2117,75.6303,176
35.5845,70.3328,175
29.1509,87.4215,174
16.1852,68.2877,173
27.529,80.7947,172
37.7352,67.1276,171
37.574,61.977,170
23.27,73.6253,169
29.9418,84.5501,168
35.2036,61.4219,167
12.6452,64.5643,166
41.2517,78.4094,165
33.5604,68.0212,164
9.04682,77.0399,163
35.5368,76.6082,162
17.4322,61.4857,161
40.3603,81.1374,160
23.5741,94.8605,159
38.1998,77.556,158
35.3431,91.4313,157
29.6903,92.9657,156
41.6222,79.6965,155
22.8761,79.132,154
29.4945,78.3253,153
32.5424,59.1804,152
25.7879,78.2744,151
37.4004,87.5305,150
5.6762,80.0966,149
26.0211,62.313,148
14.5313,63.4376,147
39.8939,67.0185,146
27.9639,75.3408,145
25.6647,87.057,144
10.6375,82.5369,143
37.2416,71.9911,142
41.5492,80.3175,141
43.4071,69.891,140
24.0538,61.0213,139
33.6997,66.5825,138
37.4414,81.7469,137
26.2348,88.7285,136
16.2375,70.9126,135
35.1122,86.7275,134
23.0823,77.9611,133
27.4193,87.9219,132
15.322000000000001,74.9003,131
33.2125,88.9122,130
8.38288,82.9961,129
28.5472,93.5513,128
7.88571,81.184,127
32.0555,93.3586,126
7.229189999999999,75.9846,125
19.7591,73.5629,124
35.5892,65.9101,123
34.4066,67.8824,122
34.8137,59.8109,121
32.3736,81.102,120
16.1466,92.3264,119
16.2483,69.252,118
22.8709,69.5441,117
17.6025,62.2285,116
